tDate,Country,Vaccine,NumberOfVaccinated
2022-06-01,Chile,CanSino,0
2022-06-01,Chile,Moderna,0
2022-06-01,Chile,Oxford/AstraZeneca,549678
2022-06-01,Chile,Pfizer/BioNTech,7988538
2022-06-01,Chile,Sinovac,25809125
2022-06-01,Czechia,Johnson&Johnson,412959
2022-06-01,Czechia,Moderna,1598938
2022-06-01,Czechia,Novavax,7946
2022-06-01,Czechia,Pfizer/BioNTech,14730346
2022-06-01,France,Johnson&Johnson,1087554
2022-06-01,France,Moderna,23694855
2022-06-01,France,Novavax,21135
2022-06-01,France,Oxford/AstraZeneca,7859482
2022-06-01,France,Pfizer/BioNTech,111931094
2022-06-01,Germany,Johnson&Johnson,3722417
2022-06-01,Germany,Moderna,30580108
2022-06-01,Germany,Novavax,122424
2022-06-01,Germany,Oxford/AstraZeneca,12878017
2022-06-01,Germany,Pfizer/BioNTech,132788191
2022-06-01,Italy,Johnson&Johnson,1507574
2022-06-01,Italy,Moderna,34070308
2022-06-01,Italy,Novavax,41566
2022-06-01,Italy,Pfizer/BioNTech,90030610
2022-06-01,Japan,Moderna,64389579
2022-06-01,Japan,Novavax,1077
2022-06-01,Japan,Oxford/AstraZeneca,117322
2022-06-01,Japan,Pfizer/BioNTech,216494627
2022-06-01,South Korea,Johnson&Johnson,1543323
2022-06-01,South Korea,Moderna,24685660
2022-06-01,South Korea,Novavax,530679
2022-06-01,South Korea,Oxford/AstraZeneca,20320411
2022-06-01,South Korea,Pfizer/BioNTech,78293424
2022-06-01,United States,Johnson&Johnson,18787619
2022-06-01,United States,Moderna,221748670
2022-06-01,United States,Pfizer/BioNTech,346708234
