tDate,Country,Vaccine,NumberOfVaccinated
2022-07-07,Chile,Pfizer/BioNTech,8022033
2022-07-07,Chile,Sinovac,25874601
2022-07-07,Czechia,Johnson&Johnson,413097
2022-07-07,Czechia,Moderna,1602450
2022-07-07,Czechia,Novavax,8764
2022-07-07,Czechia,Pfizer/BioNTech,14765890
2022-07-07,France,Johnson&Johnson,1088318
2022-07-07,France,Moderna,23803522
2022-07-07,France,Novavax,26495
2022-07-07,France,Pfizer/BioNTech,113967967
2022-07-07,Germany,Johnson&Johnson,3748055
2022-07-07,Germany,Moderna,31254539
2022-07-07,Germany,Novavax,131003
2022-07-07,Germany,Oxford/AstraZeneca,12794641
2022-07-07,Germany,Pfizer/BioNTech,135164638
2022-07-07,Italy,Moderna,34202475
2022-07-07,Italy,Novavax,42416
2022-07-07,Italy,Pfizer/BioNTech,90469963
2022-07-07,Japan,Moderna,65481848
2022-07-07,Japan,Novavax,41604
2022-07-07,Japan,Oxford/AstraZeneca,117557
2022-07-07,Japan,Pfizer/BioNTech,220998503
2022-07-07,South Korea,Johnson&Johnson,1543643
2022-07-07,South Korea,Moderna,24745635
2022-07-07,South Korea,Novavax,581604
2022-07-07,South Korea,Pfizer/BioNTech,78699096
