Date,Country,Vaccine,NumberOfVaccinated
2021-02-03,Chile,Pfizer/BioNTech,67417
2021-02-03,Chile,Sinovac,183543
2021-02-03,Czechia,Moderna,8601
2021-02-03,Czechia,Pfizer/BioNTech,312362
2021-02-03,France,Moderna,55830
2021-02-03,France,Pfizer/BioNTech,1918543
2021-02-03,Germany,Johnson&Johnson,1
2021-02-03,Germany,Moderna,59490
2021-02-03,Germany,Oxford/AstraZeneca,161
2021-02-03,Germany,Pfizer/BioNTech,2925465
2021-02-03,Iceland,Johnson&Johnson,0
2021-02-03,Iceland,Moderna,1264
2021-02-03,Iceland,Oxford/AstraZeneca,2
2021-02-03,Iceland,Pfizer/BioNTech,16308
2021-02-03,Italy,Moderna,22565
2021-02-03,Italy,Pfizer/BioNTech,2269239
2021-02-03,Latvia,Moderna,1543
2021-02-03,Latvia,Pfizer/BioNTech,26912
2021-02-03,Lithuania,Moderna,3327
2021-02-03,Lithuania,Oxford/AstraZeneca,2
2021-02-03,Lithuania,Pfizer/BioNTech,104908
2021-02-03,United States,Moderna,15567188
2021-02-03,United States,Pfizer/BioNTech,18209204
