Date,Country,Vaccine,NumberOfVaccinated
2021-04-02,Chile,Pfizer/BioNTech,1066456
2021-04-02,Chile,Sinovac,9721622
2021-04-02,Czechia,Moderna,180533
2021-04-02,Czechia,Oxford/AstraZeneca,234955
2021-04-02,Czechia,Pfizer/BioNTech,1388781
2021-04-02,France,Moderna,855200
2021-04-02,France,Oxford/AstraZeneca,2596269
2021-04-02,France,Pfizer/BioNTech,8904153
2021-04-02,Germany,Johnson&Johnson,21
2021-04-02,Germany,Moderna,793831
2021-04-02,Germany,Oxford/AstraZeneca,3088655
2021-04-02,Germany,Pfizer/BioNTech,10884366
2021-04-02,Iceland,Johnson&Johnson,0
2021-04-02,Iceland,Moderna,6718
2021-04-02,Iceland,Oxford/AstraZeneca,17270
2021-04-02,Iceland,Pfizer/BioNTech,50761
2021-04-02,Italy,Moderna,618640
2021-04-02,Italy,Oxford/AstraZeneca,2174652
2021-04-02,Italy,Pfizer/BioNTech,8197715
2021-04-02,Latvia,Moderna,22677
2021-04-02,Latvia,Oxford/AstraZeneca,81949
2021-04-02,Latvia,Pfizer/BioNTech,40714
2021-04-02,Lithuania,Moderna,53404
2021-04-02,Lithuania,Oxford/AstraZeneca,120488
2021-04-02,Lithuania,Pfizer/BioNTech,384791
2021-04-02,Switzerland,Moderna,788732
2021-04-02,Switzerland,Pfizer/BioNTech,804804
2021-04-02,United States,Johnson&Johnson,3617377
2021-04-02,United States,Moderna,72997571
2021-04-02,United States,Pfizer/BioNTech,80845236
