tDate,Country,Vaccine,NumberOfVaccinated
2023-03-26,France,Moderna,24127195
2023-03-26,France,Pfizer/BioNTech,121256938
2023-03-26,France,Sanofi/GSK,4334
2023-03-26,Germany,Novavax,160050
2023-03-26,Germany,Pfizer/BioNTech,138199985
2023-03-26,Italy,Moderna,34335559
2023-03-26,Italy,Pfizer/BioNTech,95770658
2023-03-26,Japan,Moderna,83369175
2023-03-26,Japan,Novavax,310805
2023-03-26,Japan,Pfizer/BioNTech,299264763
2023-03-26,South Korea,Novavax,261321
2023-03-26,South Korea,Pfizer/BioNTech,52258300
