Date,Country,Vaccine,NumberOfVaccinated
2021-10-07,Chile,CanSino,568819
2021-10-07,Chile,Oxford/AstraZeneca,514926
2021-10-07,Chile,Pfizer/BioNTech,7325725
2021-10-07,Chile,Sinovac,21105577
2021-10-07,Czechia,Johnson&Johnson,240656
2021-10-07,Czechia,Moderna,924778
2021-10-07,Czechia,Oxford/AstraZeneca,881605
2021-10-07,Czechia,Pfizer/BioNTech,9824203
2021-10-07,France,Johnson&Johnson,1043188
2021-10-07,France,Moderna,10662961
2021-10-07,France,Oxford/AstraZeneca,7791179
2021-10-07,France,Pfizer/BioNTech,76452013
2021-10-07,Germany,Johnson&Johnson,3224304
2021-10-07,Germany,Moderna,9692381
2021-10-07,Germany,Oxford/AstraZeneca,12696172
2021-10-07,Germany,Pfizer/BioNTech,83212233
2021-10-07,Italy,Johnson&Johnson,1480120
2021-10-07,Italy,Moderna,10863418
2021-10-07,Italy,Oxford/AstraZeneca,12151505
2021-10-07,Italy,Pfizer/BioNTech,61402739
2021-10-07,Latvia,Johnson&Johnson,148352
2021-10-07,Latvia,Moderna,248639
2021-10-07,Latvia,Oxford/AstraZeneca,261951
2021-10-07,Latvia,Pfizer/BioNTech,1020900
2021-10-07,South Korea,Johnson&Johnson,1456592
2021-10-07,South Korea,Moderna,8471129
2021-10-07,South Korea,Oxford/AstraZeneca,21698428
2021-10-07,South Korea,Pfizer/BioNTech,36007164
2021-10-07,Switzerland,Johnson&Johnson,800
2021-10-07,Switzerland,Moderna,6976419
2021-10-07,Switzerland,Pfizer/BioNTech,3630046
2021-10-07,United States,Johnson&Johnson,15126616
2021-10-07,United States,Moderna,152505315
2021-10-07,United States,Pfizer/BioNTech,231516893
