tDate,Country,Vaccine,NumberOfVaccinated
2023-04-12,Czechia,Johnson&Johnson,413897
2023-04-12,Czechia,Moderna,1641593
2023-04-12,Czechia,Pfizer/BioNTech,15669258
2023-04-12,France,Moderna,24129392
2023-04-12,France,Novavax,39479
2023-04-12,France,Pfizer/BioNTech,121286399
2023-04-12,France,Sanofi/GSK,4555
2023-04-12,Italy,Moderna,34337573
2023-04-12,Italy,Novavax,42985
2023-04-12,Italy,Pfizer/BioNTech,95777184
2023-04-12,Japan,Moderna,83389732
2023-04-12,Japan,Novavax,313354
2023-04-12,Japan,Pfizer/BioNTech,299643783
