tDate,Country,Vaccine,NumberOfVaccinated
2022-10-07,Czechia,Johnson&Johnson,413815
2022-10-07,Czechia,Moderna,1633001
2022-10-07,Czechia,Novavax,10393
2022-10-07,Czechia,Pfizer/BioNTech,15206406
2022-10-07,Germany,Johnson&Johnson,3751891
2022-10-07,Germany,Moderna,31543968
2022-10-07,Germany,Novavax,147872
2022-10-07,Germany,Pfizer/BioNTech,137549703
2022-10-07,Germany,Valneva,869
2022-10-07,Italy,Moderna,34238503
2022-10-07,Italy,Pfizer/BioNTech,93012366
2022-10-07,Luxembourg,Pfizer/BioNTech,1374
