Date,Country,Vaccine,NumberOfVaccinated
2021-08-17,Austria,Johnson&Johnson,230542
2021-08-17,Austria,Moderna,997272
2021-08-17,Austria,Oxford/AstraZeneca,1583364
2021-08-17,Austria,Pfizer/BioNTech,7163680
2021-08-17,Belgium,Johnson&Johnson,337333
2021-08-17,Belgium,Moderna,1287377
2021-08-17,Belgium,Oxford/AstraZeneca,2816588
2021-08-17,Belgium,Pfizer/BioNTech,10555461
2021-08-17,Chile,CanSino,513182
2021-08-17,Chile,Oxford/AstraZeneca,474054
2021-08-17,Chile,Pfizer/BioNTech,6820456
2021-08-17,Chile,Sinovac,19042941
2021-08-17,Czechia,Johnson&Johnson,176765
2021-08-17,Czechia,Moderna,879427
2021-08-17,Czechia,Oxford/AstraZeneca,873698
2021-08-17,Czechia,Pfizer/BioNTech,9119185
2021-08-17,Estonia,Johnson&Johnson,43933
2021-08-17,Estonia,Moderna,114364
2021-08-17,Estonia,Oxford/AstraZeneca,236405
2021-08-17,Estonia,Pfizer/BioNTech,816769
2021-08-17,Finland,Johnson&Johnson,0
2021-08-17,Finland,Moderna,635107
2021-08-17,Finland,Oxford/AstraZeneca,552509
2021-08-17,Finland,Pfizer/BioNTech,5007163
2021-08-17,France,Johnson&Johnson,969112
2021-08-17,France,Moderna,8133184
2021-08-17,France,Oxford/AstraZeneca,7759072
2021-08-17,France,Pfizer/BioNTech,65028891
2021-08-17,Germany,Johnson&Johnson,2644703
2021-08-17,Germany,Moderna,9089262
2021-08-17,Germany,Oxford/AstraZeneca,12595910
2021-08-17,Germany,Pfizer/BioNTech,73996215
2021-08-17,Hungary,Johnson&Johnson,133015
2021-08-17,Hungary,Moderna,680624
2021-08-17,Hungary,Oxford/AstraZeneca,1237529
2021-08-17,Hungary,Pfizer/BioNTech,4597929
2021-08-17,Hungary,Sinopharm/Beijing,2081012
2021-08-17,Hungary,Sputnik V,1798288
2021-08-17,Iceland,Johnson&Johnson,53537
2021-08-17,Iceland,Moderna,58945
2021-08-17,Iceland,Oxford/AstraZeneca,115348
2021-08-17,Iceland,Pfizer/BioNTech,273751
2021-08-17,Ireland,Johnson&Johnson,227464
2021-08-17,Ireland,Moderna,550770
2021-08-17,Ireland,Oxford/AstraZeneca,1187275
2021-08-17,Ireland,Pfizer/BioNTech,4298058
2021-08-17,Italy,Johnson&Johnson,1403127
2021-08-17,Italy,Moderna,8251237
2021-08-17,Italy,Oxford/AstraZeneca,12010116
2021-08-17,Italy,Pfizer/BioNTech,52659084
2021-08-17,Latvia,Johnson&Johnson,108859
2021-08-17,Latvia,Moderna,226932
2021-08-17,Latvia,Oxford/AstraZeneca,293961
2021-08-17,Latvia,Pfizer/BioNTech,810765
2021-08-17,Lithuania,Johnson&Johnson,293910
2021-08-17,Lithuania,Moderna,236072
2021-08-17,Lithuania,Oxford/AstraZeneca,527061
2021-08-17,Lithuania,Pfizer/BioNTech,1907021
2021-08-17,Luxembourg,Johnson&Johnson,34139
2021-08-17,Luxembourg,Moderna,69540
2021-08-17,Luxembourg,Oxford/AstraZeneca,105049
2021-08-17,Luxembourg,Pfizer/BioNTech,485342
2021-08-17,Netherlands,Johnson&Johnson,782858
2021-08-17,Netherlands,Moderna,1929407
2021-08-17,Netherlands,Oxford/AstraZeneca,2826671
2021-08-17,Netherlands,Pfizer/BioNTech,16191918
2021-08-17,Poland,Johnson&Johnson,1622194
2021-08-17,Poland,Moderna,3018519
2021-08-17,Poland,Oxford/AstraZeneca,5269100
2021-08-17,Poland,Pfizer/BioNTech,24432447
2021-08-17,Portugal,Johnson&Johnson,1011475
2021-08-17,Portugal,Moderna,1534346
2021-08-17,Portugal,Oxford/AstraZeneca,2166328
2021-08-17,Portugal,Pfizer/BioNTech,8991026
2021-08-17,Slovakia,Johnson&Johnson,53353
2021-08-17,Slovakia,Moderna,461650
2021-08-17,Slovakia,Oxford/AstraZeneca,836926
2021-08-17,Slovakia,Pfizer/BioNTech,2944736
2021-08-17,Slovakia,Sputnik V,37947
2021-08-17,South Korea,Johnson&Johnson,1129784
2021-08-17,South Korea,Moderna,1586514
2021-08-17,South Korea,Oxford/AstraZeneca,14745214
2021-08-17,South Korea,Pfizer/BioNTech,15693231
2021-08-17,Spain,Johnson&Johnson,1902392
2021-08-17,Spain,Moderna,7002773
2021-08-17,Spain,Oxford/AstraZeneca,9693347
2021-08-17,Spain,Pfizer/BioNTech,42085092
2021-08-17,Sweden,Moderna,1326988
2021-08-17,Sweden,Oxford/AstraZeneca,1329521
2021-08-17,Sweden,Pfizer/BioNTech,8994610
2021-08-17,Switzerland,Moderna,6190677
2021-08-17,Switzerland,Pfizer/BioNTech,3115539
2021-08-17,United States,Johnson&Johnson,13940856
2021-08-17,United States,Moderna,142042199
2021-08-17,United States,Pfizer/BioNTech,201577973
