tDate,Country,Vaccine,NumberOfVaccinated
2022-03-27,Chile,CanSino,574465
2022-03-27,Chile,Oxford/AstraZeneca,549424
2022-03-27,Chile,Pfizer/BioNTech,7917727
2022-03-27,Chile,Sinovac,25620109
2022-03-27,Czechia,Johnson&Johnson,412592
2022-03-27,Czechia,Moderna,1584282
2022-03-27,Czechia,Novavax,2714
2022-03-27,Czechia,Pfizer/BioNTech,14600207
2022-03-27,France,Johnson&Johnson,1086030
2022-03-27,France,Moderna,23532754
2022-03-27,France,Oxford/AstraZeneca,7857928
2022-03-27,France,Pfizer/BioNTech,109168545
2022-03-27,Germany,Johnson&Johnson,3627888
2022-03-27,Germany,Moderna,29426452
2022-03-27,Germany,Novavax,72559
2022-03-27,Germany,Oxford/AstraZeneca,12757557
2022-03-27,Germany,Pfizer/BioNTech,125972793
2022-03-27,Italy,Moderna,33592395
2022-03-27,Italy,Novavax,28057
2022-03-27,Italy,Pfizer/BioNTech,88493987
2022-03-27,Latvia,Moderna,710284
2022-03-27,Latvia,Pfizer/BioNTech,1607985
2022-03-27,South Korea,Johnson&Johnson,1542349
2022-03-27,South Korea,Moderna,24217913
2022-03-27,South Korea,Novavax,173585
2022-03-27,South Korea,Oxford/AstraZeneca,20315888
2022-03-27,South Korea,Pfizer/BioNTech,74127879
2022-03-27,Switzerland,Johnson&Johnson,60012
2022-03-27,Switzerland,Moderna,9761444
2022-03-27,Switzerland,Pfizer/BioNTech,5795783
2022-03-27,United States,Johnson&Johnson,18557893
2022-03-27,United States,Moderna,210254140
2022-03-27,United States,Pfizer/BioNTech,330534759
