tDate,Country,Vaccine,NumberOfVaccinated
2023-04-20,Czechia,Johnson&Johnson,413925
2023-04-20,Czechia,Moderna,1641626
2023-04-20,Czechia,Pfizer/BioNTech,15669866
2023-04-20,France,Moderna,24130104
2023-04-20,France,Novavax,39539
2023-04-20,France,Pfizer/BioNTech,121297938
2023-04-20,France,Sanofi/GSK,4597
2023-04-20,Italy,Moderna,34338428
2023-04-20,Italy,Pfizer/BioNTech,95780740
2023-04-20,Italy,Sanofi/GSK,145
2023-04-20,Japan,Moderna,83393751
2023-04-20,Japan,Novavax,314020
2023-04-20,Japan,Pfizer/BioNTech,299741269
