tDate,Country,Vaccine,NumberOfVaccinated
2021-12-20,Chile,CanSino,573589
2021-12-20,Chile,Oxford/AstraZeneca,545176
2021-12-20,Chile,Pfizer/BioNTech,7613941
2021-12-20,Chile,Sinovac,24301931
2021-12-20,Czechia,Johnson&Johnson,403983
2021-12-20,Czechia,Moderna,1275807
2021-12-20,Czechia,Oxford/AstraZeneca,885267
2021-12-20,Czechia,Pfizer/BioNTech,12437036
2021-12-20,France,Johnson&Johnson,1066277
2021-12-20,France,Moderna,15094850
2021-12-20,France,Oxford/AstraZeneca,7823991
2021-12-20,France,Pfizer/BioNTech,94810790
2021-12-20,Germany,Johnson&Johnson,3565016
2021-12-20,Germany,Moderna,19563497
2021-12-20,Germany,Oxford/AstraZeneca,12737234
2021-12-20,Germany,Pfizer/BioNTech,107670511
2021-12-20,Iceland,Johnson&Johnson,54515
2021-12-20,Iceland,Moderna,91039
2021-12-20,Iceland,Oxford/AstraZeneca,115791
2021-12-20,Iceland,Pfizer/BioNTech,449122
2021-12-20,Italy,Johnson&Johnson,1499709
2021-12-20,Italy,Moderna,18540789
2021-12-20,Italy,Oxford/AstraZeneca,12161093
2021-12-20,Italy,Pfizer/BioNTech,74179680
2021-12-20,Latvia,Johnson&Johnson,281056
2021-12-20,Latvia,Moderna,526421
2021-12-20,Latvia,Oxford/AstraZeneca,262535
2021-12-20,Latvia,Pfizer/BioNTech,1403627
2021-12-20,South Korea,Johnson&Johnson,1529428
2021-12-20,South Korea,Moderna,18039330
2021-12-20,South Korea,Oxford/AstraZeneca,22222833
2021-12-20,South Korea,Pfizer/BioNTech,54914578
2021-12-20,Switzerland,Johnson&Johnson,50691
2021-12-20,Switzerland,Moderna,8384810
2021-12-20,Switzerland,Pfizer/BioNTech,4791720
2021-12-20,United States,Johnson&Johnson,17438700
2021-12-20,United States,Moderna,189469043
2021-12-20,United States,Pfizer/BioNTech,288825557
