tDate,Country,Vaccine,NumberOfVaccinated
2022-08-15,Chile,Pfizer/BioNTech,8055128
2022-08-15,Chile,Sinovac,25927697
2022-08-15,Czechia,Johnson&Johnson,413485
2022-08-15,Czechia,Moderna,1615625
2022-08-15,Czechia,Novavax,9689
2022-08-15,Czechia,Pfizer/BioNTech,14901467
2022-08-15,France,Moderna,23903111
2022-08-15,France,Novavax,30257
2022-08-15,France,Pfizer/BioNTech,116127930
2022-08-15,Germany,Johnson&Johnson,3749507
2022-08-15,Germany,Moderna,31407137
2022-08-15,Germany,Novavax,138290
2022-08-15,Germany,Oxford/AstraZeneca,12794896
2022-08-15,Germany,Pfizer/BioNTech,136206640
2022-08-15,Italy,Pfizer/BioNTech,92144921
2022-08-15,Japan,Moderna,72274032
2022-08-15,Japan,Novavax,138298
2022-08-15,Japan,Oxford/AstraZeneca,117616
2022-08-15,Japan,Pfizer/BioNTech,234325958
2022-08-15,South Korea,Moderna,25080434
2022-08-15,South Korea,Novavax,745166
2022-08-15,South Korea,Pfizer/BioNTech,80488899
2022-08-15,Switzerland,Johnson&Johnson,62213
2022-08-15,Switzerland,Moderna,9899254
2022-08-15,Switzerland,Novavax,189
2022-08-15,Switzerland,Pfizer/BioNTech,5959325
