tDate,Country,Vaccine,NumberOfVaccinated
2022-10-14,Czechia,Johnson&Johnson,413834
2022-10-14,Czechia,Moderna,1634442
2022-10-14,Czechia,Novavax,10448
2022-10-14,Czechia,Pfizer/BioNTech,15281785
2022-10-14,Germany,Johnson&Johnson,3752196
2022-10-14,Germany,Moderna,31546506
2022-10-14,Germany,Novavax,149076
2022-10-14,Germany,Oxford/AstraZeneca,12797126
2022-10-14,Germany,Pfizer/BioNTech,137606076
2022-10-14,Germany,Valneva,1360
2022-10-14,Italy,Moderna,34242319
2022-10-14,Italy,Pfizer/BioNTech,93270560
