tDate,Country,Vaccine,NumberOfVaccinated
2021-02-04,Chile,Pfizer/BioNTech,69545
2021-02-04,Chile,Sinovac,357548
2021-02-04,Czechia,Moderna,9737
2021-02-04,Czechia,Pfizer/BioNTech,329022
2021-02-04,France,Moderna,60568
2021-02-04,France,Pfizer/BioNTech,2044528
2021-02-04,Germany,Johnson&Johnson,1
2021-02-04,Germany,Moderna,65181
2021-02-04,Germany,Oxford/AstraZeneca,166
2021-02-04,Germany,Pfizer/BioNTech,3051392
2021-02-04,Iceland,Johnson&Johnson,0
2021-02-04,Iceland,Moderna,1264
2021-02-04,Iceland,Oxford/AstraZeneca,2
2021-02-04,Iceland,Pfizer/BioNTech,16347
2021-02-04,Italy,Moderna,24207
2021-02-04,Italy,Oxford/AstraZeneca,33
2021-02-04,Italy,Pfizer/BioNTech,2375238
2021-02-04,Latvia,Moderna,1654
2021-02-04,Latvia,Pfizer/BioNTech,28309
2021-02-04,Lithuania,Moderna,3909
2021-02-04,Lithuania,Oxford/AstraZeneca,3
2021-02-04,Lithuania,Pfizer/BioNTech,114200
2021-02-04,United States,Moderna,16260102
2021-02-04,United States,Pfizer/BioNTech,18841309
