tDate,Country,Vaccine,NumberOfVaccinated
2021-01-01,Chile,Pfizer/BioNTech,8649
2021-01-01,Czechia,Pfizer/BioNTech,12037
2021-01-01,France,Pfizer/BioNTech,478
2021-01-01,Germany,Johnson&Johnson,0
2021-01-01,Germany,Moderna,6
2021-01-01,Germany,Oxford/AstraZeneca,3
2021-01-01,Germany,Pfizer/BioNTech,220814
2021-01-01,Iceland,Johnson&Johnson,0
2021-01-01,Iceland,Moderna,0
2021-01-01,Iceland,Oxford/AstraZeneca,0
2021-01-01,Iceland,Pfizer/BioNTech,4940
2021-01-01,Italy,Pfizer/BioNTech,50954
2021-01-01,Lithuania,Pfizer/BioNTech,9742
