tDate,Country,Vaccine,NumberOfVaccinated
2022-08-07,Chile,Pfizer/BioNTech,8049111
2022-08-07,Chile,Sinovac,25919731
2022-08-07,Czechia,Moderna,1612287
2022-08-07,Czechia,Pfizer/BioNTech,14870406
2022-08-07,France,Johnson&Johnson,1088995
2022-08-07,France,Moderna,23895432
2022-08-07,France,Novavax,29842
2022-08-07,France,Pfizer/BioNTech,115939356
2022-08-07,Germany,Johnson&Johnson,3749359
2022-08-07,Germany,Moderna,31386672
2022-08-07,Germany,Novavax,137018
2022-08-07,Germany,Pfizer/BioNTech,136042321
2022-08-07,Italy,Moderna,34222721
2022-08-07,Italy,Novavax,42726
2022-08-07,Italy,Pfizer/BioNTech,91978367
2022-08-07,Japan,Moderna,71115931
2022-08-07,Japan,Novavax,120186
2022-08-07,Japan,Oxford/AstraZeneca,117583
2022-08-07,Japan,Pfizer/BioNTech,232143734
2022-08-07,South Korea,Moderna,25005030
2022-08-07,South Korea,Novavax,716588
2022-08-07,South Korea,Pfizer/BioNTech,80140484
2022-08-07,Switzerland,Moderna,9886070
2022-08-07,Switzerland,Pfizer/BioNTech,5947686
