tDate,Country,Vaccine,NumberOfVaccinated
2023-03-24,Czechia,Johnson&Johnson,413841
2023-03-24,Czechia,Moderna,1641449
2023-03-24,Czechia,Pfizer/BioNTech,15667594
2023-03-24,Germany,Johnson&Johnson,3761384
2023-03-24,Germany,Moderna,31586152
2023-03-24,Germany,Novavax,160026
2023-03-24,Germany,Pfizer/BioNTech,138199861
2023-03-24,Germany,Valneva,7694
2023-03-24,Ireland,Moderna,1669497
2023-03-24,Ireland,Pfizer/BioNTech,9643551
2023-03-24,Italy,Moderna,34335345
2023-03-24,Italy,Pfizer/BioNTech,95770153
2023-03-24,Luxembourg,Pfizer/BioNTech,745764
2023-03-24,Poland,Johnson&Johnson,2729965
2023-03-24,Poland,Moderna,3845815
2023-03-24,Poland,Novavax,15741
2023-03-24,Poland,Pfizer/BioNTech,41976186
2023-03-24,Slovakia,Johnson&Johnson,186441
2023-03-24,Slovakia,Pfizer/BioNTech,5193984
