tDate,Country,Vaccine,NumberOfVaccinated
2022-10-11,Czechia,Johnson&Johnson,413817
2022-10-11,Czechia,Moderna,1633500
2022-10-11,Czechia,Novavax,10412
2022-10-11,Czechia,Pfizer/BioNTech,15230595
2022-10-11,Germany,Johnson&Johnson,3752013
2022-10-11,Germany,Moderna,31545402
2022-10-11,Germany,Novavax,148453
2022-10-11,Germany,Pfizer/BioNTech,137576390
2022-10-11,Germany,Valneva,1116
2022-10-11,Italy,Moderna,34240317
2022-10-11,Italy,Pfizer/BioNTech,93114761
2022-10-11,Japan,Moderna,78978582
2022-10-11,Japan,Novavax,221260
2022-10-11,Japan,Pfizer/BioNTech,246834037
