tDate,Country,Vaccine,NumberOfVaccinated
2022-02-16,Chile,CanSino,574181
2022-02-16,Chile,Oxford/AstraZeneca,548807
2022-02-16,Chile,Pfizer/BioNTech,7829989
2022-02-16,Chile,Sinovac,25307793
2022-02-16,Czechia,Johnson&Johnson,411913
2022-02-16,Czechia,Moderna,1564346
2022-02-16,Czechia,Pfizer/BioNTech,14440929
2022-02-16,France,Johnson&Johnson,1083498
2022-02-16,France,Moderna,23291799
2022-02-16,France,Oxford/AstraZeneca,7855082
2022-02-16,France,Pfizer/BioNTech,107655159
2022-02-16,Germany,Johnson&Johnson,3620966
2022-02-16,Germany,Moderna,28954417
2022-02-16,Germany,Oxford/AstraZeneca,12753653
2022-02-16,Germany,Pfizer/BioNTech,123293450
2022-02-16,Italy,Johnson&Johnson,1506616
2022-02-16,Italy,Moderna,32575278
2022-02-16,Italy,Pfizer/BioNTech,86403149
2022-02-16,Latvia,Johnson&Johnson,291964
2022-02-16,Latvia,Moderna,698509
2022-02-16,Latvia,Oxford/AstraZeneca,262605
2022-02-16,Latvia,Pfizer/BioNTech,1583312
2022-02-16,South Korea,Johnson&Johnson,1540708
2022-02-16,South Korea,Moderna,23439098
2022-02-16,South Korea,Novavax,16559
2022-02-16,South Korea,Oxford/AstraZeneca,20309840
2022-02-16,South Korea,Pfizer/BioNTech,71982744
2022-02-16,Switzerland,Johnson&Johnson,59169
2022-02-16,Switzerland,Moderna,9706634
2022-02-16,Switzerland,Pfizer/BioNTech,5728207
2022-02-16,United States,Johnson&Johnson,18333611
2022-02-16,United States,Moderna,206922312
2022-02-16,United States,Pfizer/BioNTech,322645077
