tDate,Country,Vaccine,NumberOfVaccinated
2023-05-02,Czechia,Moderna,1641649
2023-05-02,Czechia,Pfizer/BioNTech,15670429
2023-05-02,France,Moderna,24130884
2023-05-02,France,Novavax,39644
2023-05-02,France,Pfizer/BioNTech,121310708
2023-05-02,France,Sanofi/GSK,4636
2023-05-02,Italy,Moderna,34339112
2023-05-02,Italy,Novavax,42989
2023-05-02,Italy,Pfizer/BioNTech,95783477
2023-05-02,Italy,Sanofi/GSK,154
2023-05-02,South Korea,Johnson&Johnson,1516729
2023-05-02,South Korea,Novavax,263369
2023-05-02,South Korea,Pfizer/BioNTech,52216221
