tDate,Country,Vaccine,NumberOfVaccinated
2022-07-30,Chile,Pfizer/BioNTech,8042999
2022-07-30,Chile,Sinovac,25911157
2022-07-30,Czechia,Johnson&Johnson,413337
2022-07-30,Czechia,Moderna,1609702
2022-07-30,Czechia,Novavax,9324
2022-07-30,Czechia,Pfizer/BioNTech,14841463
2022-07-30,France,Johnson&Johnson,1088845
2022-07-30,France,Moderna,23883460
2022-07-30,France,Novavax,29315
2022-07-30,France,Pfizer/BioNTech,115663105
2022-07-30,Germany,Johnson&Johnson,3749200
2022-07-30,Germany,Moderna,31364523
2022-07-30,Germany,Novavax,135788
2022-07-30,Germany,Pfizer/BioNTech,135877458
2022-07-30,Italy,Moderna,34218496
2022-07-30,Italy,Novavax,42639
2022-07-30,Italy,Pfizer/BioNTech,91684652
2022-07-30,Japan,Moderna,69273550
2022-07-30,Japan,Novavax,92970
2022-07-30,Japan,Pfizer/BioNTech,228870175
2022-07-30,South Korea,Johnson&Johnson,1543909
2022-07-30,South Korea,Moderna,24903331
2022-07-30,South Korea,Novavax,678919
2022-07-30,South Korea,Pfizer/BioNTech,79656171
2022-07-30,Switzerland,Johnson&Johnson,61973
2022-07-30,Switzerland,Moderna,9875425
2022-07-30,Switzerland,Novavax,87
2022-07-30,Switzerland,Pfizer/BioNTech,5935395
