tDate,Country,Vaccine,NumberOfVaccinated
2022-06-15,Chile,CanSino,0
2022-06-15,Chile,Moderna,0
2022-06-15,Chile,Oxford/AstraZeneca,549672
2022-06-15,Chile,Pfizer/BioNTech,8003234
2022-06-15,Chile,Sinovac,25838154
2022-06-15,Czechia,Johnson&Johnson,413029
2022-06-15,Czechia,Moderna,1600536
2022-06-15,Czechia,Novavax,8341
2022-06-15,Czechia,Pfizer/BioNTech,14746782
2022-06-15,France,Johnson&Johnson,1087816
2022-06-15,France,Moderna,23719068
2022-06-15,France,Novavax,23260
2022-06-15,France,Oxford/AstraZeneca,7859783
2022-06-15,France,Pfizer/BioNTech,112421559
2022-06-15,Germany,Johnson&Johnson,3722696
2022-06-15,Germany,Moderna,30626023
2022-06-15,Germany,Novavax,125816
2022-06-15,Germany,Oxford/AstraZeneca,12878248
2022-06-15,Germany,Pfizer/BioNTech,133139120
2022-06-15,Italy,Johnson&Johnson,1507759
2022-06-15,Italy,Moderna,34120350
2022-06-15,Italy,Novavax,41929
2022-06-15,Italy,Pfizer/BioNTech,90198587
2022-06-15,Japan,Moderna,64875108
2022-06-15,Japan,Novavax,13251
2022-06-15,Japan,Oxford/AstraZeneca,117438
2022-06-15,Japan,Pfizer/BioNTech,218055984
2022-06-15,South Korea,Johnson&Johnson,1543427
2022-06-15,South Korea,Moderna,24714291
2022-06-15,South Korea,Novavax,559127
2022-06-15,South Korea,Oxford/AstraZeneca,20320863
2022-06-15,South Korea,Pfizer/BioNTech,78488905
2022-06-15,United States,Johnson&Johnson,18808976
2022-06-15,United States,Moderna,223308265
2022-06-15,United States,Pfizer/BioNTech,349279465
