tDate,Country,Vaccine,NumberOfVaccinated
2022-06-14,Austria,Johnson&Johnson,364819
2022-06-14,Austria,Moderna,1595397
2022-06-14,Austria,Novavax,9808
2022-06-14,Austria,Oxford/AstraZeneca,1589188
2022-06-14,Austria,Pfizer/BioNTech,14832234
2022-06-14,Belgium,Johnson&Johnson,427015
2022-06-14,Belgium,Moderna,4288523
2022-06-14,Belgium,Novavax,245
2022-06-14,Belgium,Oxford/AstraZeneca,2847712
2022-06-14,Belgium,Pfizer/BioNTech,17946914
2022-06-14,Chile,CanSino,0
2022-06-14,Chile,Moderna,0
2022-06-14,Chile,Oxford/AstraZeneca,549672
2022-06-14,Chile,Pfizer/BioNTech,8001947
2022-06-14,Chile,Sinovac,25835240
2022-06-14,Czechia,Johnson&Johnson,413023
2022-06-14,Czechia,Moderna,1600358
2022-06-14,Czechia,Novavax,8324
2022-06-14,Czechia,Pfizer/BioNTech,14745580
2022-06-14,Finland,Johnson&Johnson,0
2022-06-14,Finland,Moderna,1906111
2022-06-14,Finland,Oxford/AstraZeneca,553812
2022-06-14,Finland,Pfizer/BioNTech,9389608
2022-06-14,France,Johnson&Johnson,1087814
2022-06-14,France,Moderna,23717011
2022-06-14,France,Novavax,23087
2022-06-14,France,Oxford/AstraZeneca,7859783
2022-06-14,France,Pfizer/BioNTech,112383064
2022-06-14,Germany,Johnson&Johnson,3722678
2022-06-14,Germany,Moderna,30620893
2022-06-14,Germany,Novavax,125566
2022-06-14,Germany,Oxford/AstraZeneca,12878248
2022-06-14,Germany,Pfizer/BioNTech,133099686
2022-06-14,Ireland,Johnson&Johnson,237040
2022-06-14,Ireland,Moderna,1441751
2022-06-14,Ireland,Pfizer/BioNTech,8324063
2022-06-14,Italy,Moderna,34115393
2022-06-14,Italy,Novavax,41905
2022-06-14,Italy,Pfizer/BioNTech,90183289
2022-06-14,Japan,Moderna,64853842
2022-06-14,Japan,Novavax,12506
2022-06-14,Japan,Oxford/AstraZeneca,117428
2022-06-14,Japan,Pfizer/BioNTech,217972365
2022-06-14,Luxembourg,Johnson&Johnson,41526
2022-06-14,Luxembourg,Moderna,312391
2022-06-14,Luxembourg,Novavax,408
2022-06-14,Luxembourg,Oxford/AstraZeneca,105176
2022-06-14,Luxembourg,Pfizer/BioNTech,706779
2022-06-14,Poland,Johnson&Johnson,2707420
2022-06-14,Poland,Moderna,3652991
2022-06-14,Poland,Novavax,10948
2022-06-14,Poland,Oxford/AstraZeneca,5289016
2022-06-14,Poland,Pfizer/BioNTech,38940052
2022-06-14,South Korea,Johnson&Johnson,1543419
2022-06-14,South Korea,Moderna,24712544
2022-06-14,South Korea,Novavax,557389
2022-06-14,South Korea,Oxford/AstraZeneca,20320863
2022-06-14,South Korea,Pfizer/BioNTech,78476560
2022-06-14,United States,Johnson&Johnson,18800097
2022-06-14,United States,Moderna,223098104
2022-06-14,United States,Pfizer/BioNTech,348923883
