tDate,Country,Vaccine,NumberOfVaccinated
2022-07-22,Chile,Pfizer/BioNTech,8035903
2022-07-22,Chile,Sinovac,25900995
2022-07-22,Czechia,Johnson&Johnson,413277
2022-07-22,Czechia,Moderna,1606342
2022-07-22,Czechia,Novavax,9172
2022-07-22,Czechia,Pfizer/BioNTech,14805731
2022-07-22,France,Johnson&Johnson,1088666
2022-07-22,France,Moderna,23862912
2022-07-22,France,Novavax,28419
2022-07-22,France,Pfizer/BioNTech,115215301
2022-07-22,Germany,Johnson&Johnson,3749037
2022-07-22,Germany,Moderna,31334046
2022-07-22,Germany,Novavax,134055
2022-07-22,Germany,Oxford/AstraZeneca,12794707
2022-07-22,Germany,Pfizer/BioNTech,135657277
2022-07-22,Italy,Moderna,34211442
2022-07-22,Italy,Novavax,42561
2022-07-22,Italy,Pfizer/BioNTech,91234960
2022-07-22,Japan,Moderna,67208798
2022-07-22,Japan,Novavax,68505
2022-07-22,Japan,Pfizer/BioNTech,225238648
2022-07-22,South Korea,Johnson&Johnson,1543818
2022-07-22,South Korea,Moderna,24845713
2022-07-22,South Korea,Novavax,642686
2022-07-22,South Korea,Pfizer/BioNTech,79274547
2022-07-22,Switzerland,Johnson&Johnson,61837
2022-07-22,Switzerland,Moderna,9859675
2022-07-22,Switzerland,Novavax,35
2022-07-22,Switzerland,Pfizer/BioNTech,5918738
