tDate,Country,Vaccine,NumberOfVaccinated
2022-02-20,Chile,CanSino,574202
2022-02-20,Chile,Oxford/AstraZeneca,548896
2022-02-20,Chile,Pfizer/BioNTech,7839758
2022-02-20,Chile,Sinovac,25346116
2022-02-20,Czechia,Johnson&Johnson,412008
2022-02-20,Czechia,Moderna,1567732
2022-02-20,Czechia,Pfizer/BioNTech,14470291
2022-02-20,France,Johnson&Johnson,1084005
2022-02-20,France,Moderna,23355523
2022-02-20,France,Oxford/AstraZeneca,7855704
2022-02-20,France,Pfizer/BioNTech,107906994
2022-02-20,Germany,Johnson&Johnson,3621409
2022-02-20,Germany,Moderna,29024731
2022-02-20,Germany,Oxford/AstraZeneca,12753537
2022-02-20,Germany,Pfizer/BioNTech,123688990
2022-02-20,Italy,Johnson&Johnson,1506950
2022-02-20,Italy,Moderna,32771207
2022-02-20,Italy,Pfizer/BioNTech,86768992
2022-02-20,Latvia,Johnson&Johnson,292136
2022-02-20,Latvia,Moderna,700459
2022-02-20,Latvia,Pfizer/BioNTech,1587010
2022-02-20,South Korea,Johnson&Johnson,1541109
2022-02-20,South Korea,Moderna,23619292
2022-02-20,South Korea,Novavax,32606
2022-02-20,South Korea,Oxford/AstraZeneca,20310931
2022-02-20,South Korea,Pfizer/BioNTech,72421809
2022-02-20,Switzerland,Johnson&Johnson,59278
2022-02-20,Switzerland,Moderna,9716597
2022-02-20,Switzerland,Pfizer/BioNTech,5741818
