tDate,Country,Vaccine,NumberOfVaccinated
2023-01-27,Austria,Moderna,1663259
2023-01-27,Austria,Novavax,14848
2023-01-27,Austria,Pfizer/BioNTech,16746020
2023-01-27,Czechia,Johnson&Johnson,414207
2023-01-27,Czechia,Moderna,1641638
2023-01-27,Czechia,Pfizer/BioNTech,15659015
2023-01-27,Germany,Johnson&Johnson,3758379
2023-01-27,Germany,Moderna,31578395
2023-01-27,Germany,Novavax,158503
2023-01-27,Germany,Pfizer/BioNTech,138021076
2023-01-27,Germany,Valneva,6315
2023-01-27,Ireland,Moderna,1667436
2023-01-27,Ireland,Pfizer/BioNTech,9540671
2023-01-27,Italy,Moderna,34313032
2023-01-27,Italy,Pfizer/BioNTech,95638395
2023-01-27,Luxembourg,Moderna,342064
2023-01-27,Luxembourg,Pfizer/BioNTech,744532
2023-01-27,Poland,Johnson&Johnson,2727974
2023-01-27,Poland,Moderna,3842848
2023-01-27,Poland,Pfizer/BioNTech,41924947
