tDate,Country,Vaccine,NumberOfVaccinated
2022-03-03,Chile,CanSino,574301
2022-03-03,Chile,Oxford/AstraZeneca,549178
2022-03-03,Chile,Pfizer/BioNTech,7874784
2022-03-03,Chile,Sinovac,25497638
2022-03-03,Czechia,Johnson&Johnson,412278
2022-03-03,Czechia,Moderna,1575310
2022-03-03,Czechia,Novavax,57
2022-03-03,Czechia,Pfizer/BioNTech,14530532
2022-03-03,France,Johnson&Johnson,1085033
2022-03-03,France,Moderna,23457020
2022-03-03,France,Oxford/AstraZeneca,7856910
2022-03-03,France,Pfizer/BioNTech,108591642
2022-03-03,Germany,Johnson&Johnson,3624245
2022-03-03,Germany,Moderna,29207155
2022-03-03,Germany,Novavax,16320
2022-03-03,Germany,Oxford/AstraZeneca,12755262
2022-03-03,Germany,Pfizer/BioNTech,124740501
2022-03-03,Italy,Johnson&Johnson,1506966
2022-03-03,Italy,Moderna,33187746
2022-03-03,Italy,Novavax,6721
2022-03-03,Italy,Pfizer/BioNTech,87521684
2022-03-03,Latvia,Johnson&Johnson,292565
2022-03-03,Latvia,Moderna,705528
2022-03-03,Latvia,Novavax,40
2022-03-03,Latvia,Pfizer/BioNTech,1596514
2022-03-03,South Korea,Johnson&Johnson,1541741
2022-03-03,South Korea,Moderna,23961147
2022-03-03,South Korea,Novavax,68037
2022-03-03,South Korea,Oxford/AstraZeneca,20312534
2022-03-03,South Korea,Pfizer/BioNTech,73337619
2022-03-03,Switzerland,Johnson&Johnson,59534
2022-03-03,Switzerland,Moderna,9734658
2022-03-03,Switzerland,Pfizer/BioNTech,5766498
2022-03-03,United States,Johnson&Johnson,18462519
2022-03-03,United States,Moderna,208633913
2022-03-03,United States,Pfizer/BioNTech,326566951
