tDate,Country,Vaccine,NumberOfVaccinated
2022-10-02,Czechia,Moderna,1631361
2022-10-02,Czechia,Novavax,10323
2022-10-02,Czechia,Pfizer/BioNTech,15142977
2022-10-02,France,Moderna,23932365
2022-10-02,France,Novavax,32534
2022-10-02,France,Pfizer/BioNTech,117124760
2022-10-02,Italy,Pfizer/BioNTech,92842175
2022-10-02,Japan,Moderna,78678544
2022-10-02,Japan,Novavax,215450
2022-10-02,Japan,Pfizer/BioNTech,245515244
2022-10-02,South Korea,Moderna,25242164
2022-10-02,South Korea,Novavax,828585
2022-10-02,South Korea,Pfizer/BioNTech,81214312
