Date,Country,Vaccine,NumberOfVaccinated
2020-12-29,Chile,Pfizer/BioNTech,8649
2020-12-29,Czechia,Pfizer/BioNTech,6993
2020-12-29,Estonia,Pfizer/BioNTech,2
2020-12-29,Finland,Johnson&Johnson,0
2020-12-29,Finland,Moderna,42
2020-12-29,Finland,Oxford/AstraZeneca,0
2020-12-29,Finland,Pfizer/BioNTech,25
2020-12-29,France,Pfizer/BioNTech,198
2020-12-29,Germany,Johnson&Johnson,0
2020-12-29,Germany,Moderna,1
2020-12-29,Germany,Oxford/AstraZeneca,0
2020-12-29,Germany,Pfizer/BioNTech,90352
2020-12-29,Hungary,Pfizer/BioNTech,1097
2020-12-29,Iceland,Johnson&Johnson,0
2020-12-29,Iceland,Moderna,0
2020-12-29,Iceland,Oxford/AstraZeneca,0
2020-12-29,Iceland,Pfizer/BioNTech,2524
2020-12-29,Ireland,Pfizer/BioNTech,0
2020-12-29,Italy,Pfizer/BioNTech,9661
2020-12-29,Latvia,Pfizer/BioNTech,1468
2020-12-29,Lithuania,Pfizer/BioNTech,8185
2020-12-29,Luxembourg,Pfizer/BioNTech,0
2020-12-29,Netherlands,Johnson&Johnson,0
2020-12-29,Netherlands,Moderna,0
2020-12-29,Netherlands,Oxford/AstraZeneca,0
2020-12-29,Netherlands,Pfizer/BioNTech,0
2020-12-29,Poland,Johnson&Johnson,0
2020-12-29,Poland,Moderna,0
2020-12-29,Poland,Oxford/AstraZeneca,0
2020-12-29,Poland,Pfizer/BioNTech,2216
2020-12-29,Portugal,Pfizer/BioNTech,4979
2020-12-29,Slovakia,Moderna,0
2020-12-29,Slovakia,Oxford/AstraZeneca,0
2020-12-29,Slovakia,Pfizer/BioNTech,0
2020-12-29,Slovenia,Pfizer/BioNTech,6089
2020-12-29,Sweden,Pfizer/BioNTech,2236
