tDate,Country,Vaccine,NumberOfVaccinated
2021-01-25,Chile,Pfizer/BioNTech,66754
2021-01-25,Czechia,Moderna,6442
2021-01-25,Czechia,Pfizer/BioNTech,214307
2021-01-25,France,Moderna,28383
2021-01-25,France,Pfizer/BioNTech,1162268
2021-01-25,Germany,Johnson&Johnson,0
2021-01-25,Germany,Moderna,39989
2021-01-25,Germany,Oxford/AstraZeneca,44
2021-01-25,Germany,Pfizer/BioNTech,1979208
2021-01-25,Iceland,Johnson&Johnson,0
2021-01-25,Iceland,Moderna,1263
2021-01-25,Iceland,Oxford/AstraZeneca,2
2021-01-25,Iceland,Pfizer/BioNTech,14207
2021-01-25,Italy,Moderna,15921
2021-01-25,Italy,Pfizer/BioNTech,1511822
2021-01-25,Latvia,Pfizer/BioNTech,18582
2021-01-25,Lithuania,Moderna,2374
2021-01-25,Lithuania,Pfizer/BioNTech,66319
2021-01-25,United States,Moderna,10084432
2021-01-25,United States,Pfizer/BioNTech,12551999
