tDate,Country,Vaccine,NumberOfVaccinated
2022-04-11,Chile,CanSino,574538
2022-04-11,Chile,Oxford/AstraZeneca,549539
2022-04-11,Chile,Pfizer/BioNTech,7940249
2022-04-11,Chile,Sinovac,25676817
2022-04-11,Czechia,Johnson&Johnson,412721
2022-04-11,Czechia,Moderna,1588704
2022-04-11,Czechia,Novavax,4934
2022-04-11,Czechia,Pfizer/BioNTech,14637359
2022-04-11,France,Johnson&Johnson,1086478
2022-04-11,France,Moderna,23582799
2022-04-11,France,Oxford/AstraZeneca,7858360
2022-04-11,France,Pfizer/BioNTech,109711068
2022-04-11,Germany,Johnson&Johnson,3628931
2022-04-11,Germany,Moderna,29504444
2022-04-11,Germany,Novavax,96388
2022-04-11,Germany,Oxford/AstraZeneca,12758684
2022-04-11,Germany,Pfizer/BioNTech,126445947
2022-04-11,Italy,Moderna,33695927
2022-04-11,Italy,Novavax,36494
2022-04-11,Italy,Pfizer/BioNTech,88833075
2022-04-11,Latvia,Johnson&Johnson,293300
2022-04-11,Latvia,Moderna,711751
2022-04-11,Latvia,Pfizer/BioNTech,1612235
2022-04-11,South Korea,Johnson&Johnson,1542684
2022-04-11,South Korea,Moderna,24270439
2022-04-11,South Korea,Novavax,218864
2022-04-11,South Korea,Oxford/AstraZeneca,20317711
2022-04-11,South Korea,Pfizer/BioNTech,74426167
2022-04-11,Switzerland,Johnson&Johnson,60315
2022-04-11,Switzerland,Moderna,9770714
2022-04-11,Switzerland,Pfizer/BioNTech,5811252
2022-04-11,United States,Johnson&Johnson,18627134
2022-04-11,United States,Moderna,212662875
2022-04-11,United States,Pfizer/BioNTech,334116607
