tDate,Country,Vaccine,NumberOfVaccinated
2022-02-17,Chile,CanSino,574194
2022-02-17,Chile,Oxford/AstraZeneca,548864
2022-02-17,Chile,Pfizer/BioNTech,7835379
2022-02-17,Chile,Sinovac,25329906
2022-02-17,Czechia,Johnson&Johnson,411961
2022-02-17,Czechia,Moderna,1565770
2022-02-17,Czechia,Pfizer/BioNTech,14450893
2022-02-17,France,Johnson&Johnson,1083567
2022-02-17,France,Moderna,23310541
2022-02-17,France,Oxford/AstraZeneca,7855239
2022-02-17,France,Pfizer/BioNTech,107681231
2022-02-17,Germany,Johnson&Johnson,3621262
2022-02-17,Germany,Moderna,28980730
2022-02-17,Germany,Oxford/AstraZeneca,12753670
2022-02-17,Germany,Pfizer/BioNTech,123450500
2022-02-17,Iceland,Johnson&Johnson,78
2022-02-17,Iceland,Moderna,6069
2022-02-17,Iceland,Oxford/AstraZeneca,1
2022-02-17,Iceland,Pfizer/BioNTech,72305
2022-02-17,Italy,Johnson&Johnson,1506667
2022-02-17,Italy,Moderna,32629768
2022-02-17,Italy,Pfizer/BioNTech,86499768
2022-02-17,Latvia,Johnson&Johnson,292029
2022-02-17,Latvia,Moderna,699303
2022-02-17,Latvia,Pfizer/BioNTech,1584466
2022-02-17,South Korea,Johnson&Johnson,1540888
2022-02-17,South Korea,Moderna,23489806
2022-02-17,South Korea,Novavax,22935
2022-02-17,South Korea,Oxford/AstraZeneca,20310189
2022-02-17,South Korea,Pfizer/BioNTech,72118366
2022-02-17,Switzerland,Johnson&Johnson,59197
2022-02-17,Switzerland,Moderna,9709979
2022-02-17,Switzerland,Pfizer/BioNTech,5732185
2022-02-17,United States,Johnson&Johnson,18344998
2022-02-17,United States,Moderna,207086539
2022-02-17,United States,Pfizer/BioNTech,323010581
