tDate,Country,Vaccine,NumberOfVaccinated
2022-07-21,Chile,Pfizer/BioNTech,8034631
2022-07-21,Chile,Sinovac,25898292
2022-07-21,Czechia,Johnson&Johnson,413250
2022-07-21,Czechia,Moderna,1605549
2022-07-21,Czechia,Novavax,9107
2022-07-21,Czechia,Pfizer/BioNTech,14795573
2022-07-21,France,Johnson&Johnson,1088641
2022-07-21,France,Moderna,23858466
2022-07-21,France,Novavax,28261
2022-07-21,France,Pfizer/BioNTech,115109897
2022-07-21,Germany,Johnson&Johnson,3748576
2022-07-21,Germany,Moderna,31327558
2022-07-21,Germany,Novavax,133787
2022-07-21,Germany,Pfizer/BioNTech,135616491
2022-07-21,Italy,Moderna,34210180
2022-07-21,Italy,Novavax,42548
2022-07-21,Italy,Pfizer/BioNTech,91155660
2022-07-21,Japan,Moderna,67055314
2022-07-21,Japan,Novavax,66636
2022-07-21,Japan,Pfizer/BioNTech,224889928
2022-07-21,South Korea,Johnson&Johnson,1543801
2022-07-21,South Korea,Moderna,24822917
2022-07-21,South Korea,Novavax,630461
2022-07-21,South Korea,Pfizer/BioNTech,79131000
