tDate,Country,Vaccine,NumberOfVaccinated
2022-08-30,Czechia,Johnson&Johnson,413607
2022-08-30,Czechia,Moderna,1622348
2022-08-30,Czechia,Novavax,9955
2022-08-30,Czechia,Pfizer/BioNTech,14969278
2022-08-30,France,Moderna,23913027
2022-08-30,France,Novavax,31311
2022-08-30,France,Pfizer/BioNTech,116458967
2022-08-30,Germany,Johnson&Johnson,3750308
2022-08-30,Germany,Moderna,31446657
2022-08-30,Germany,Novavax,140739
2022-08-30,Germany,Pfizer/BioNTech,136529767
2022-08-30,Italy,Moderna,34230084
2022-08-30,Italy,Novavax,42863
2022-08-30,Italy,Pfizer/BioNTech,92385528
2022-08-30,South Korea,Johnson&Johnson,1544185
2022-08-30,South Korea,Moderna,25184870
2022-08-30,South Korea,Novavax,789992
2022-08-30,South Korea,Pfizer/BioNTech,80946630
