tDate,Country,Vaccine,NumberOfVaccinated
2022-06-21,Chile,Pfizer/BioNTech,8007202
2022-06-21,Chile,Sinovac,25847094
2022-06-21,Czechia,Johnson&Johnson,413029
2022-06-21,Czechia,Moderna,1601046
2022-06-21,Czechia,Novavax,8465
2022-06-21,Czechia,Pfizer/BioNTech,14752130
2022-06-21,France,Johnson&Johnson,1087946
2022-06-21,France,Moderna,23730177
2022-06-21,France,Novavax,23950
2022-06-21,France,Pfizer/BioNTech,112662818
2022-06-21,Germany,Johnson&Johnson,3747088
2022-06-21,Germany,Moderna,31177422
2022-06-21,Germany,Novavax,127266
2022-06-21,Germany,Oxford/AstraZeneca,12794538
2022-06-21,Germany,Pfizer/BioNTech,134626871
2022-06-21,Italy,Moderna,34140427
2022-06-21,Italy,Novavax,42121
2022-06-21,Italy,Pfizer/BioNTech,90267276
2022-06-21,Japan,Moderna,65034563
2022-06-21,Japan,Novavax,19630
2022-06-21,Japan,Oxford/AstraZeneca,117467
2022-06-21,Japan,Pfizer/BioNTech,218669953
2022-06-21,Latvia,Pfizer/BioNTech,1622585
2022-06-21,South Korea,Moderna,24722351
2022-06-21,South Korea,Novavax,563932
2022-06-21,South Korea,Pfizer/BioNTech,78546735
