tDate,Country,Vaccine,NumberOfVaccinated
2023-01-14,Czechia,Johnson&Johnson,414125
2023-01-14,Czechia,Pfizer/BioNTech,15647374
2023-01-14,France,Moderna,24110807
2023-01-14,France,Novavax,37510
2023-01-14,France,Pfizer/BioNTech,120741834
2023-01-14,France,Sanofi/GSK,1319
2023-01-14,Germany,Johnson&Johnson,3758230
2023-01-14,Germany,Moderna,31577723
2023-01-14,Germany,Novavax,157786
2023-01-14,Germany,Pfizer/BioNTech,138011402
2023-01-14,Germany,Valneva,5953
2023-01-14,Italy,Moderna,34300123
2023-01-14,Italy,Pfizer/BioNTech,95519898
2023-01-14,Japan,Moderna,82935846
2023-01-14,Japan,Novavax,284716
2023-01-14,Japan,Pfizer/BioNTech,291756796
2023-01-14,South Korea,Johnson&Johnson,1516090
2023-01-14,South Korea,Novavax,253447
2023-01-14,South Korea,Pfizer/BioNTech,52304559
2023-01-14,South Korea,SKYCovione,485
