Date,Country,Vaccine,NumberOfVaccinated
2021-01-12,Austria,Johnson&Johnson,0
2021-01-12,Austria,Moderna,88
2021-01-12,Austria,Oxford/AstraZeneca,0
2021-01-12,Austria,Pfizer/BioNTech,115048
2021-01-12,Belgium,Moderna,4
2021-01-12,Belgium,Pfizer/BioNTech,125913
2021-01-12,Chile,Pfizer/BioNTech,10702
2021-01-12,Czechia,Pfizer/BioNTech,72929
2021-01-12,Denmark,Moderna,1104
2021-01-12,Denmark,Pfizer/BioNTech,166500
2021-01-12,Estonia,Moderna,0
2021-01-12,Estonia,Pfizer/BioNTech,381
2021-01-12,Finland,Johnson&Johnson,0
2021-01-12,Finland,Moderna,238
2021-01-12,Finland,Oxford/AstraZeneca,204
2021-01-12,Finland,Pfizer/BioNTech,61247
2021-01-12,France,Pfizer/BioNTech,200280
2021-01-12,Germany,Johnson&Johnson,0
2021-01-12,Germany,Moderna,86
2021-01-12,Germany,Oxford/AstraZeneca,8
2021-01-12,Germany,Pfizer/BioNTech,822547
2021-01-12,Hungary,Moderna,3062
2021-01-12,Hungary,Pfizer/BioNTech,120806
2021-01-12,Iceland,Johnson&Johnson,0
2021-01-12,Iceland,Moderna,1
2021-01-12,Iceland,Oxford/AstraZeneca,0
2021-01-12,Iceland,Pfizer/BioNTech,4947
2021-01-12,Ireland,Moderna,1906
2021-01-12,Ireland,Oxford/AstraZeneca,0
2021-01-12,Ireland,Pfizer/BioNTech,97098
2021-01-12,Italy,Pfizer/BioNTech,836168
2021-01-12,Latvia,Pfizer/BioNTech,9976
2021-01-12,Lithuania,Pfizer/BioNTech,27837
2021-01-12,Luxembourg,Moderna,0
2021-01-12,Luxembourg,Pfizer/BioNTech,3759
2021-01-12,Netherlands,Johnson&Johnson,0
2021-01-12,Netherlands,Moderna,0
2021-01-12,Netherlands,Oxford/AstraZeneca,0
2021-01-12,Netherlands,Pfizer/BioNTech,77061
2021-01-12,Poland,Johnson&Johnson,0
2021-01-12,Poland,Moderna,1
2021-01-12,Poland,Oxford/AstraZeneca,3
2021-01-12,Poland,Pfizer/BioNTech,487081
2021-01-12,Portugal,Moderna,1464
2021-01-12,Portugal,Oxford/AstraZeneca,3
2021-01-12,Portugal,Pfizer/BioNTech,132745
2021-01-12,Slovakia,Moderna,0
2021-01-12,Slovakia,Oxford/AstraZeneca,0
2021-01-12,Slovakia,Pfizer/BioNTech,63453
2021-01-12,Slovenia,Pfizer/BioNTech,49216
2021-01-12,Spain,Johnson&Johnson,0
2021-01-12,Spain,Moderna,7231
2021-01-12,Spain,Oxford/AstraZeneca,0
2021-01-12,Spain,Pfizer/BioNTech,918811
2021-01-12,Sweden,Moderna,89
2021-01-12,Sweden,Pfizer/BioNTech,128296
2021-01-12,United States,Moderna,3835859
2021-01-12,United States,Pfizer/BioNTech,5488697
