Date,Country,City,Temp,Humidity,Rain,Snow
2021-01-29,Australia,Canberra,15,89,16,0
2021-01-29,Austria,Vienna,4,85,22.3,0
2021-01-29,Belgium,Brussels,8,87,17,0
2021-01-29,Canada,Ottawa,-18,87,0,0
2021-01-29,Chile,Santiago,22,49,0,0
2021-01-29,China,Beijing,-3,16,0,0
2021-01-29,Colombia,Bogota,17,81,5,0
2021-01-29,Costa Rica,SanJose,10,76,2.1,0
2021-01-29,Czechia,Prague,3,94,12,6
2021-01-29,Denmark,Copenhagen,-1,66,0,0
2021-01-29,Estonia,Tallinn,-2,92,4.9,42
2021-01-29,Finland,Helsinki,-3,92,2.7,23
2021-01-29,France,Paris,10,77,11.2,0
2021-01-29,Germany,Berlin,-1,77,8.1,68
2021-01-29,Greece,Athens,9,56,0,0
2021-01-29,Hungary,Budapest,4,88,3.8,5
2021-01-29,Iceland,Reykjavik,-2,59,0,0
2021-01-29,Ireland,Dublin,7,89,0.2,0
2021-01-29,Israel,Jerusalem,7,76,1.8,0
2021-01-29,Italy,Rome,11,77,0.5,0
2021-01-29,Japan,Tokyo,8,43,0,0
2021-01-29,Latvia,Riga,-2,88,2.1,18
2021-01-29,Lithuania,Vilnius,-5,95,2.3,19
2021-01-29,Luxembourg,Luxembourg,7,90,12.9,0
2021-01-29,Mexico,Mexico City,18,54,0,0
2021-01-29,Netherlands,Amsterdam,8,88,3,0
2021-01-29,New Zealand,Wellington,13,69,3,0
2021-01-29,Norway,Oslo,-10,85,0,0
2021-01-29,Poland,Warsaw,-2,83,0.2,1
2021-01-29,Portugal,Lisbon,14,86,0,0
2021-01-29,Slovakia,Bratislava,2,93,21.4,0
2021-01-29,Slovenia,Ljubljana,1,93,0.9,0
2021-01-29,South Korea,Seoul,-10,38,0,0
2021-01-29,Spain,Madrid,12,85,0,0
2021-01-29,Sweden,Stockholm,-5,93,8.9,76
2021-01-29,Switzerland,Bern,5,93,30,0
2021-01-29,Taiwan,Taipei,9,63,0.6,0
2021-01-29,Turkey,Ankara,-1,63,0,0
2021-01-29,United Kingdom,London,9,81,9.3,0
2021-01-29,United States,Washington D.C.,-2,45,0,0
