Date,Country,City,Temp,Humidity,Rain,Snow
2021-05-06,Australia,Canberra,13,86,0.8,0
2021-05-06,Austria,Vienna,10,69,0.8,0
2021-05-06,Belgium,Brussels,8,77,1.2,0
2021-05-06,Canada,Ottawa,8,66,0,0
2021-05-06,Chile,Santiago,16,23,0,0
2021-05-06,China,Beijing,20,15,0,0
2021-05-06,Colombia,Bogota,15,91,22.4,0
2021-05-06,Costa Rica,SanJose,19,53,0,0
2021-05-06,Czechia,Prague,9,72,1.7,0
2021-05-06,Denmark,Copenhagen,7,79,7.9,0
2021-05-06,Estonia,Tallinn,4,96,18,0
2021-05-06,Finland,Helsinki,4,96,21.9,0
2021-05-06,France,Paris,7,79,6,0
2021-05-06,Germany,Berlin,9,62,0.3,0
2021-05-06,Greece,Athens,23,54,0,0
2021-05-06,Hungary,Budapest,12,62,0.4,0
2021-05-06,Iceland,Reykjavik,4,57,0,0
2021-05-06,Ireland,Dublin,7,70,2.8,0
2021-05-06,Israel,Jerusalem,24,32,0,0
2021-05-06,Italy,Rome,18,74,0.1,0
2021-05-06,Japan,Tokyo,20,62,1.8,0
2021-05-06,Latvia,Riga,6,86,3.4,0
2021-05-06,Lithuania,Vilnius,8,75,36.5,0
2021-05-06,Luxembourg,Luxembourg,6,86,6.4,0
2021-05-06,Mexico,Mexico City,22,44,6.1,0
2021-05-06,Netherlands,Amsterdam,8,61,2.1,0
2021-05-06,New Zealand,Wellington,14,89,0,0
2021-05-06,Norway,Oslo,3,74,0.2,0
2021-05-06,Poland,Warsaw,9,65,1,0
2021-05-06,Portugal,Lisbon,19,76,0,0
2021-05-06,Slovakia,Bratislava,9,78,0.1,0
2021-05-06,Slovenia,Ljubljana,5,96,10.8,0
2021-05-06,South Korea,Seoul,18,37,0,0
2021-05-06,Spain,Madrid,21,43,0,0
2021-05-06,Sweden,Stockholm,6,93,3.9,0
2021-05-06,Switzerland,Bern,9,88,6.9,0
2021-05-06,Taiwan,Taipei,28,77,1.5,0
2021-05-06,Turkey,Ankara,17,56,1,0
2021-05-06,United Kingdom,London,10,57,0.1,0
2021-05-06,United States,Washington D.C.,13,55,0.1,0
