tDate,Country,City,Temp,Humidity,Rain,Snow
2023-07-23,Australia,Canberra,5.18,78.54,0,0
2023-07-23,Austria,Vienna,25.46,54.91,0,0
2023-07-23,Belgium,Brussels,17.97,82.25,10.15,0
2023-07-23,Canada,Ottawa,21.15,66.08,0,0
2023-07-23,Chile,Santiago,9.61,85.33,0.21,0
2023-07-23,China,Beijing,28.81,48.04,0,0
2023-07-23,Colombia,Bogota,14,70.75,0,0
2023-07-23,Costa Rica,Sanjose,22.62,66.58,2.03,0
2023-07-23,Czechia,Prague,24.08,45.04,1.45,0
2023-07-23,Denmark,Copenhagen,15.29,91.62,4.06,0
2023-07-23,Estonia,Tallinn,14.88,83.25,3.31,0
2023-07-23,Finland,Helsinki,15.77,77.29,0,0
2023-07-23,France,Paris,20.48,70.5,4.9,0
2023-07-23,Germany,Berlin,20.97,59.37,1.14,0
2023-07-23,Greece,Athens,35.67,37.2,0,0
2023-07-23,Hungary,Budapest,25.01,52.79,0,0
2023-07-23,Iceland,Reykjavik,12.39,89.91,0,0
2023-07-23,Ireland,Dublin,14.88,92.54,1.83,0
2023-07-23,Israel,Jerusalem,29.1,40.66,0,0
2023-07-23,Italy,Rome,29.57,54.12,0,0
2023-07-23,Japan,Tokyo,28.81,65.95,0,0
2023-07-23,Latvia,Riga,14.38,88.29,5.73,0
2023-07-23,Lithuania,Vilnius,16.86,80.83,2.06,0
2023-07-23,Luxembourg,Luxembourg,18.17,72.08,2.35,0
2023-07-23,Mexico,Mexico City,18.45,64.54,4.56,0
2023-07-23,Netherlands,Amsterdam,18.01,82.83,1.7,0
2023-07-23,New Zealand,Wellington,8.68,94.7,6.16,0
2023-07-23,Norway,Oslo,14.81,74,0.13,0
2023-07-23,Poland,Warsaw,21.77,61.91,0.48,0
2023-07-23,Portugal,Lisbon,20.81,64.08,0,0
2023-07-23,Slovakia,Bratislava,23.67,59.25,0,0
2023-07-23,Slovenia,Ljubljana,21.2,79.08,0,0
2023-07-23,South Korea,Seoul,25.12,95.54,27.06,0
2023-07-23,Spain,Madrid,27.99,29,0,0
2023-07-23,Sweden,Stockholm,16.04,68.33,0,0
2023-07-23,Switzerland,Bern,21.67,56.5,0,0
2023-07-23,Taiwan,Taipei,29.66,65.37,0,0
2023-07-23,Turkey,Ankara,27.26,36.91,0,0
2023-07-23,United Kingdom,London,19.27,77.79,1.15,0
2023-07-23,United States,Washington D.C.,26.38,63.04,1.52,0
