Date,Country,City,Temp,Humidity,Rain,Snow
2020-03-25,Australia,Canberra,19,68,0.2,0
2020-03-25,Austria,Vienna,3,43,0,0
2020-03-25,Belgium,Brussels,6,45,0,0
2020-03-25,Canada,Ottawa,2,88,0,0
2020-03-25,Chile,Santiago,19,47,0,0
2020-03-25,China,Beijing,19,37,0,0
2020-03-25,Colombia,Bogota,17,85,23.6,0
2020-03-25,Costa Rica,SanJose,11,67,1.8,0
2020-03-25,Czechia,Prague,2,47,0,0
2020-03-25,Denmark,Copenhagen,4,53,0,0
2020-03-25,Estonia,Tallinn,5,64,0,0
2020-03-25,Finland,Helsinki,4,68,0,0
2020-03-25,France,Paris,8,42,0,0
2020-03-25,Germany,Berlin,5,41,0,0
2020-03-25,Greece,Athens,12,74,0.7,0
2020-03-25,Hungary,Budapest,3,45,0,0
2020-03-25,Iceland,Reykjavik,1,73,2.1,5
2020-03-25,Ireland,Dublin,10,85,0,0
2020-03-25,Israel,Jerusalem,14,72,0,0
2020-03-25,Italy,Rome,9,41,0,0
2020-03-25,Japan,Tokyo,12,41,0,0
2020-03-25,Latvia,Riga,5,64,0,0
2020-03-25,Lithuania,Vilnius,4,49,0,0
2020-03-25,Luxembourg,Luxembourg,3,50,0,0
2020-03-25,Mexico,Mexico City,28,18,0,0
2020-03-25,Netherlands,Amsterdam,7,47,0,0
2020-03-25,New Zealand,Wellington,14,71,0,0
2020-03-25,Norway,Oslo,5,66,0,0
2020-03-25,Poland,Warsaw,4,39,0,0
2020-03-25,Portugal,Lisbon,16,68,0,0
2020-03-25,Slovakia,Bratislava,3,48,0,0
2020-03-25,Slovenia,Ljubljana,1,68,0.5,1
2020-03-25,South Korea,Seoul,15,30,0,0
2020-03-25,Spain,Madrid,12,62,0.7,0
2020-03-25,Sweden,Stockholm,6,50,0,0
2020-03-25,Switzerland,Bern,3,57,0,0
2020-03-25,Taiwan,Taipei,26,71,3.4,0
2020-03-25,Turkey,Ankara,13,64,1,0
2020-03-25,United Kingdom,London,11,46,0,0
2020-03-25,United States,Washington D.C.,8,87,17.5,0
