tDate,Country,City,Temp,Humidity,Rain,Snow
2021-09-17,Australia,Canberra,13.85,74.41,10.3,0
2021-09-17,Austria,Vienna,16.76,74.75,10.06,0
2021-09-17,Belgium,Brussels,16.47,80.75,0,0
2021-09-17,Canada,Ottawa,17.7,78.54,0.24,0
2021-09-17,Chile,Santiago,14.43,61.41,0,0
2021-09-17,China,Beijing,20.82,56.16,0,0
2021-09-17,Colombia,Bogota,13.07,64.33,0.61,0
2021-09-17,Costa Rica,Sanjose,21.19,79.33,7.64,0
2021-09-17,Czechia,Prague,14.71,80,0.83,0
2021-09-17,Denmark,Copenhagen,14.61,88.33,2.42,0
2021-09-17,Estonia,Tallinn,9.2,68.95,0,0
2021-09-17,Finland,Helsinki,8.55,70,0,0
2021-09-17,France,Paris,17.59,75.29,0,0
2021-09-17,Germany,Berlin,15.57,78.33,0,0
2021-09-17,Greece,Athens,26.64,50.12,0,0
2021-09-17,Hungary,Budapest,18.45,78.08,11.94,0
2021-09-17,Iceland,Reykjavik,7.48,73.2,0,0
2021-09-17,Ireland,Dublin,16.33,86.41,3.12,0
2021-09-17,Israel,Jerusalem,21.33,72.29,0,0
2021-09-17,Italy,Rome,24.49,75.37,45.94,0
2021-09-17,Japan,Tokyo,23.58,78.29,141.08,0
2021-09-17,Latvia,Riga,9.59,74.5,0,0
2021-09-17,Lithuania,Vilnius,9.6,92.58,0.8,0
2021-09-17,Luxembourg,Luxembourg,14.49,83.5,0,0
2021-09-17,Mexico,Mexico City,19.04,67.45,3.85,0
2021-09-17,Netherlands,Amsterdam,16.73,87.25,2.62,0
2021-09-17,New Zealand,Wellington,7.76,78,3.32,0
2021-09-17,Norway,Oslo,10.45,30.83,0,0
2021-09-17,Poland,Warsaw,16.53,88.16,1.41,0
2021-09-17,Portugal,Lisbon,20.6,71.29,0,0
2021-09-17,Slovakia,Bratislava,17.42,74.29,9.85,0
2021-09-17,Slovenia,Ljubljana,16.82,94.58,25.35,0
2021-09-17,South Korea,Seoul,22.39,63.58,0,0
2021-09-17,Spain,Madrid,21.24,63.54,0,0
2021-09-17,Sweden,Stockholm,10.55,73.62,0.23,0
2021-09-17,Switzerland,Bern,16.31,82.41,0.25,0
2021-09-17,Taiwan,Taipei,28.5,77.08,4.38,0
2021-09-17,Turkey,Ankara,15.39,53.79,0,0
2021-09-17,United Kingdom,London,16.72,82.04,0.25,0
2021-09-17,United States,Washington D.C.,23.44,90.62,30.29,0
