tDate,Country,City,Temp,Humidity,Rain,Snow
2020-01-19,Australia,Canberra,21,72,5.6,0
2020-01-19,Austria,Vienna,3,79,0.2,0
2020-01-19,Belgium,Brussels,5,76,2.3,0
2020-01-19,Canada,Ottawa,-9,94,17.9,149
2020-01-19,Chile,Santiago,29,27,0,0
2020-01-19,China,Beijing,3,28,0,0
2020-01-19,Colombia,Bogota,18,79,3.9,0
2020-01-19,Costa Rica,SanJose,11,55,0,0
2020-01-19,Czechia,Prague,2,90,1.8,13
2020-01-19,Denmark,Copenhagen,5,78,1.9,0
2020-01-19,Estonia,Tallinn,4,89,0.8,0
2020-01-19,Finland,Helsinki,4,91,1.6,0
2020-01-19,France,Paris,5,70,0.2,0
2020-01-19,Germany,Berlin,5,81,0.4,0
2020-01-19,Greece,Athens,8,73,0,0
2020-01-19,Hungary,Budapest,2,93,1.2,9
2020-01-19,Iceland,Reykjavik,6,84,16.5,0
2020-01-19,Ireland,Dublin,4,64,0,0
2020-01-19,Israel,Jerusalem,8,88,3.8,0
2020-01-19,Italy,Rome,9,73,0,0
2020-01-19,Japan,Tokyo,8,54,0.6,0
2020-01-19,Latvia,Riga,3,88,0,0
2020-01-19,Lithuania,Vilnius,2,90,0,0
2020-01-19,Luxembourg,Luxembourg,1,87,2.5,16
2020-01-19,Mexico,Mexico City,15,66,10.9,0
2020-01-19,Netherlands,Amsterdam,6,76,1.5,0
2020-01-19,New Zealand,Wellington,17,87,0,0
2020-01-19,Norway,Oslo,-1,67,0,0
2020-01-19,Poland,Warsaw,3,81,0.3,0
2020-01-19,Portugal,Lisbon,12,63,0.3,0
2020-01-19,Slovakia,Bratislava,2,86,0.1,0
2020-01-19,Slovenia,Ljubljana,2,93,1.3,11
2020-01-19,South Korea,Seoul,2,56,0.5,0
2020-01-19,Spain,Madrid,6,53,0.6,0
2020-01-19,Sweden,Stockholm,3,83,3.4,0
2020-01-19,Switzerland,Bern,0,88,0.8,6
2020-01-19,Taiwan,Taipei,14,76,0.3,0
2020-01-19,Turkey,Ankara,-1,76,0.1,0
2020-01-19,United Kingdom,London,7,71,0,0
2020-01-19,United States,Washington D.C.,4,69,0.3,0
