Date,Country,City,Temp,Humidity,Rain,Snow
2020-10-10,Australia,Canberra,13,74,0.1,0
2020-10-10,Austria,Vienna,16,66,5.7,0
2020-10-10,Belgium,Brussels,10,75,2.8,0
2020-10-10,Canada,Ottawa,16,83,11,0
2020-10-10,Chile,Santiago,21,31,0,0
2020-10-10,China,Beijing,22,41,0,0
2020-10-10,Colombia,Bogota,15,82,5.5,0
2020-10-10,Costa Rica,SanJose,20,71,0,0
2020-10-10,Czechia,Prague,11,82,10.4,0
2020-10-10,Denmark,Copenhagen,11,69,2.9,0
2020-10-10,Estonia,Tallinn,10,84,0.1,0
2020-10-10,Finland,Helsinki,11,82,0.2,0
2020-10-10,France,Paris,13,60,0.4,0
2020-10-10,Germany,Berlin,12,71,0.3,0
2020-10-10,Greece,Athens,22,54,0,0
2020-10-10,Hungary,Budapest,18,60,0,0
2020-10-10,Iceland,Reykjavik,7,64,0,0
2020-10-10,Ireland,Dublin,11,82,0.5,0
2020-10-10,Israel,Jerusalem,27,43,0,0
2020-10-10,Italy,Rome,20,56,0,0
2020-10-10,Japan,Tokyo,17,86,37.1,0
2020-10-10,Latvia,Riga,11,82,0.1,0
2020-10-10,Lithuania,Vilnius,13,87,0,0
2020-10-10,Luxembourg,Luxembourg,9,81,1.3,0
2020-10-10,Mexico,Mexico City,23,53,2.7,0
2020-10-10,Netherlands,Amsterdam,10,76,12.3,0
2020-10-10,New Zealand,Wellington,12,71,0,0
2020-10-10,Norway,Oslo,6,87,10.2,0
2020-10-10,Poland,Warsaw,16,77,6,0
2020-10-10,Portugal,Lisbon,21,72,0,0
2020-10-10,Slovakia,Bratislava,16,75,1.4,0
2020-10-10,Slovenia,Ljubljana,15,82,0,0
2020-10-10,South Korea,Seoul,18,49,0,0
2020-10-10,Spain,Madrid,22,42,0,0
2020-10-10,Sweden,Stockholm,11,79,4.9,0
2020-10-10,Switzerland,Bern,9,92,14.4,0
2020-10-10,Taiwan,Taipei,22,79,3.4,0
2020-10-10,Turkey,Ankara,18,60,2.1,0
2020-10-10,United Kingdom,London,11,67,0.2,0
2020-10-10,United States,Washington D.C.,21,72,0,0
