tDate,Country,City,Temp,Humidity,Rain,Snow
2023-03-28,Australia,Canberra,17.88,86.25,7.04,0
2023-03-28,Austria,Vienna,4.79,61.16,0.45,0
2023-03-28,Belgium,Brussels,4.32,77.58,3.55,0
2023-03-28,Canada,Ottawa,0.89,67.08,0,0
2023-03-28,Chile,Santiago,21.78,50.62,0,0
2023-03-28,China,Beijing,12.52,22.41,0,0
2023-03-28,Colombia,Bogota,13.83,82.29,0,0
2023-03-28,Costa Rica,Sanjose,21.05,72.95,0,0
2023-03-28,Czechia,Prague,2.77,64.16,0,1.24
2023-03-28,Denmark,Copenhagen,1.93,61.08,0,0
2023-03-28,Estonia,Tallinn,-0.5,75.16,0,0.37
2023-03-28,Finland,Helsinki,-1.18,83.33,1.02,1.52
2023-03-28,France,Paris,7.73,65.66,0.12,0
2023-03-28,Germany,Berlin,4.37,63.29,0.13,1
2023-03-28,Greece,Athens,12.96,59.58,0,0
2023-03-28,Hungary,Budapest,3.92,55.29,0,0
2023-03-28,Iceland,Reykjavik,0.73,45.12,0,0
2023-03-28,Ireland,Dublin,11.38,79.25,3.59,0
2023-03-28,Israel,Jerusalem,15.96,56.16,0,0
2023-03-28,Italy,Rome,11.75,51.5,0,0
2023-03-28,Japan,Tokyo,10.47,75.12,0.56,0
2023-03-28,Latvia,Riga,0.08,71.37,0,0
2023-03-28,Lithuania,Vilnius,0.24,59.83,0,0
2023-03-28,Luxembourg,Luxembourg,3.78,71.66,3.09,0
2023-03-28,Mexico,Mexico City,21.99,39.33,0,0
2023-03-28,Netherlands,Amsterdam,5.06,79.54,0.42,0
2023-03-28,New Zealand,Wellington,8.96,88.83,2.9,0
2023-03-28,Norway,Oslo,-2.02,77.62,0,1.65
2023-03-28,Poland,Warsaw,0.18,76.62,0,0.51
2023-03-28,Portugal,Lisbon,17.87,41.83,0,0
2023-03-28,Slovakia,Bratislava,3.08,56.54,0.78,1.07
2023-03-28,Slovenia,Ljubljana,4.98,50.7,0,0
2023-03-28,South Korea,Seoul,8.67,51.45,0,0
2023-03-28,Spain,Madrid,15.21,32.12,0,0
2023-03-28,Sweden,Stockholm,-3.26,79.87,0,1.42
2023-03-28,Switzerland,Bern,4.56,70.33,0.18,0
2023-03-28,Taiwan,Taipei,19.32,84.79,0,0
2023-03-28,Turkey,Ankara,8.54,76.75,3.63,0
2023-03-28,United Kingdom,London,7.46,79.87,4.93,0
2023-03-28,United States,Washington D.C.,11.88,65,0,0
