Date,Country,City,Temp,Humidity,Rain,Snow
2020-11-21,Australia,Canberra,23,67,0.4,0
2020-11-21,Austria,Vienna,4,69,0,0
2020-11-21,Belgium,Brussels,6,79,0,0
2020-11-21,Canada,Ottawa,3,73,0.3,0
2020-11-21,Chile,Santiago,19,45,0,0
2020-11-21,China,Beijing,4,65,2.8,16
2020-11-21,Colombia,Bogota,16,79,1.3,0
2020-11-21,Costa Rica,SanJose,14,35,0,0
2020-11-21,Czechia,Prague,3,74,0,0
2020-11-21,Denmark,Copenhagen,7,79,1.7,0
2020-11-21,Estonia,Tallinn,2,77,2.9,1
2020-11-21,Finland,Helsinki,2,76,3.9,0
2020-11-21,France,Paris,8,66,0,0
2020-11-21,Germany,Berlin,4,74,0.2,0
2020-11-21,Greece,Athens,12,67,0.1,0
2020-11-21,Hungary,Budapest,6,53,0,0
2020-11-21,Iceland,Reykjavik,1,80,0,0
2020-11-21,Ireland,Dublin,10,81,1.5,0
2020-11-21,Israel,Jerusalem,13,72,0.6,0
2020-11-21,Italy,Rome,11,46,0.3,0
2020-11-21,Japan,Tokyo,18,43,0,0
2020-11-21,Latvia,Riga,4,73,1.9,3
2020-11-21,Lithuania,Vilnius,1,84,0,0
2020-11-21,Luxembourg,Luxembourg,3,81,0,0
2020-11-21,Mexico,Mexico City,15,67,0.6,0
2020-11-21,Netherlands,Amsterdam,10,77,0.3,0
2020-11-21,New Zealand,Wellington,15,83,0,0
2020-11-21,Norway,Oslo,6,79,7.7,0
2020-11-21,Poland,Warsaw,3,77,0,0
2020-11-21,Portugal,Lisbon,16,56,0,0
2020-11-21,Slovakia,Bratislava,2,78,0,0
2020-11-21,Slovenia,Ljubljana,2,72,0,0
2020-11-21,South Korea,Seoul,8,49,0,0
2020-11-21,Spain,Madrid,12,45,0,0
2020-11-21,Sweden,Stockholm,4,72,1.6,0
2020-11-21,Switzerland,Bern,2,81,0,0
2020-11-21,Taiwan,Taipei,23,80,1.8,0
2020-11-21,Turkey,Ankara,6,43,0,0
2020-11-21,United Kingdom,London,11,76,0,0
2020-11-21,United States,Washington D.C.,14,73,0,0
