tDate,Country,City,Temp,Humidity,Rain,Snow
2022-02-13,Australia,Canberra,19.31,67.7,0,0
2022-02-13,Austria,Vienna,3.45,59.37,0,0
2022-02-13,Belgium,Brussels,6.73,67.66,0,0
2022-02-13,Canada,Ottawa,-17.77,68.58,0,0
2022-02-13,Chile,Santiago,22.81,42.37,0,0
2022-02-13,China,Beijing,-6.52,74.66,0,2.14
2022-02-13,Colombia,Bogota,14.83,78,0,0
2022-02-13,Costa Rica,Sanjose,19.93,73.25,0,0
2022-02-13,Czechia,Prague,2.64,66.25,0,0
2022-02-13,Denmark,Copenhagen,3.19,77.08,0,0
2022-02-13,Estonia,Tallinn,1.73,82.58,0,0
2022-02-13,Finland,Helsinki,1.28,85.91,0,2.93
2022-02-13,France,Paris,7.17,72.5,0,0
2022-02-13,Germany,Berlin,3.94,70.16,0,0
2022-02-13,Greece,Athens,10.92,73,0,0
2022-02-13,Hungary,Budapest,1.79,62.7,0,0
2022-02-13,Iceland,Reykjavik,-3.31,73.83,0,0
2022-02-13,Ireland,Dublin,7.76,89.12,8.79,0
2022-02-13,Israel,Jerusalem,11.21,62.5,0,0
2022-02-13,Italy,Rome,11.04,67.79,0,0
2022-02-13,Japan,Tokyo,3.19,86.87,26.27,0.15
2022-02-13,Latvia,Riga,1.32,73.58,0,0
2022-02-13,Lithuania,Vilnius,-1.72,74.91,0,0
2022-02-13,Luxembourg,Luxembourg,3.84,76.41,0,0
2022-02-13,Mexico,Mexico City,13.79,50.58,0,0
2022-02-13,Netherlands,Amsterdam,5.64,70.29,0,0
2022-02-13,New Zealand,Wellington,12.51,92.04,4.63,0
2022-02-13,Norway,Oslo,5.29,52.29,2.94,0
2022-02-13,Poland,Warsaw,1.48,69.45,0,0
2022-02-13,Portugal,Lisbon,11.84,79.16,0,0
2022-02-13,Slovakia,Bratislava,1.84,65.5,0,0
2022-02-13,Slovenia,Ljubljana,1.21,71.91,0,0
2022-02-13,South Korea,Seoul,2.6,56.37,0,0
2022-02-13,Spain,Madrid,9.64,71.95,0,0
2022-02-13,Sweden,Stockholm,2.83,80.25,0,0
2022-02-13,Switzerland,Bern,2.32,64.75,0,0
2022-02-13,Taiwan,Taipei,17.41,80.54,11.19,0
2022-02-13,Turkey,Ankara,1.66,73,0.13,0
2022-02-13,United Kingdom,London,8.27,86.29,23.33,0
2022-02-13,United States,Washington D.C.,3.32,74.45,3.42,5.69
