tDate,Country,City,Temp,Humidity,Rain,Snow
2020-12-13,Australia,Canberra,17,75,0,0
2020-12-13,Austria,Vienna,4,84,0,0
2020-12-13,Belgium,Brussels,5,87,0.7,0
2020-12-13,Canada,Ottawa,3,88,9.6,0
2020-12-13,Chile,Santiago,21,36,0,0
2020-12-13,China,Beijing,-4,21,0,0
2020-12-13,Colombia,Bogota,17,67,0.7,0
2020-12-13,Costa Rica,SanJose,12,90,1.9,0
2020-12-13,Czechia,Prague,4,85,0,0
2020-12-13,Denmark,Copenhagen,5,78,0.2,0
2020-12-13,Estonia,Tallinn,-4,80,0,0
2020-12-13,Finland,Helsinki,-2,80,0.2,2
2020-12-13,France,Paris,6,80,0.2,0
2020-12-13,Germany,Berlin,3,89,0.8,0
2020-12-13,Greece,Athens,13,88,21.5,0
2020-12-13,Hungary,Budapest,4,84,0,0
2020-12-13,Iceland,Reykjavik,5,77,1.4,0
2020-12-13,Ireland,Dublin,10,86,17.1,0
2020-12-13,Israel,Jerusalem,20,35,0,0
2020-12-13,Italy,Rome,9,69,0,0
2020-12-13,Japan,Tokyo,13,59,0.2,0
2020-12-13,Latvia,Riga,-2,78,0,0
2020-12-13,Lithuania,Vilnius,-2,87,0.1,0
2020-12-13,Luxembourg,Luxembourg,4,91,3.3,0
2020-12-13,Mexico,Mexico City,21,43,0,0
2020-12-13,Netherlands,Amsterdam,6,89,0.1,0
2020-12-13,New Zealand,Wellington,13,73,0,0
2020-12-13,Norway,Oslo,0,98,3.8,24
2020-12-13,Poland,Warsaw,3,87,0,0
2020-12-13,Portugal,Lisbon,16,84,1.5,0
2020-12-13,Slovakia,Bratislava,4,88,0,0
2020-12-13,Slovenia,Ljubljana,4,90,0,0
2020-12-13,South Korea,Seoul,2,55,1.2,7
2020-12-13,Spain,Madrid,9,76,0,0
2020-12-13,Sweden,Stockholm,2,86,0.3,0
2020-12-13,Switzerland,Bern,3,96,10.9,0
2020-12-13,Taiwan,Taipei,19,75,0.2,0
2020-12-13,Turkey,Ankara,9,78,9.9,0
2020-12-13,United Kingdom,London,6,85,2.4,0
2020-12-13,United States,Washington D.C.,13,71,0,0
