Date,Country,City,Temp,Humidity,Rain,Snow
2021-08-17,Australia,Canberra,5.58,80.95,0.25,0
2021-08-17,Austria,Vienna,16.82,65.95,4.27,0
2021-08-17,Belgium,Brussels,13.81,92.2,3.57,0
2021-08-17,Canada,Ottawa,19.62,79.33,0,0
2021-08-17,Chile,Santiago,10.94,63.33,0,0
2021-08-17,China,Beijing,25.14,67.87,0,0
2021-08-17,Colombia,Bogota,12.87,88.16,4.89,0
2021-08-17,Costa Rica,Sanjose,20.92,82.7,14.31,0
2021-08-17,Czechia,Prague,15.06,64.2,1.25,0
2021-08-17,Denmark,Copenhagen,14.21,88.45,35.22,0
2021-08-17,Estonia,Tallinn,17.26,86.12,8.12,0
2021-08-17,Finland,Helsinki,17.29,80.83,10.13,0
2021-08-17,France,Paris,16.34,77.04,0,0
2021-08-17,Germany,Berlin,15.71,76.25,2.53,0
2021-08-17,Greece,Athens,28.8,39.16,0,0
2021-08-17,Hungary,Budapest,18.32,68.87,1.8,0
2021-08-17,Iceland,Reykjavik,11.75,91.41,1.96,0
2021-08-17,Ireland,Dublin,15.35,86.37,0,0
2021-08-17,Israel,Jerusalem,23.95,74.08,0,0
2021-08-17,Italy,Rome,27.52,63.25,0,0
2021-08-17,Japan,Tokyo,25.18,89.12,42.89,0
2021-08-17,Latvia,Riga,16.43,89.33,7.18,0
2021-08-17,Lithuania,Vilnius,17.24,91.45,8.95,0
2021-08-17,Luxembourg,Luxembourg,13.02,89.04,2.71,0
2021-08-17,Mexico,Mexico City,19.39,61.41,9.46,0
2021-08-17,Netherlands,Amsterdam,15.51,86.58,7.13,0
2021-08-17,New Zealand,Wellington,10.81,80.45,12.22,0
2021-08-17,Norway,Oslo,16.49,13,0.28,0
2021-08-17,Poland,Warsaw,16.44,77.62,5.33,0
2021-08-17,Portugal,Lisbon,21.82,59.04,0,0
2021-08-17,Slovakia,Bratislava,16.84,70.95,3.34,0
2021-08-17,Slovenia,Ljubljana,18.15,80.37,9.83,0
2021-08-17,South Korea,Seoul,25.03,69.12,0.55,0
2021-08-17,Spain,Madrid,25.29,31.5,0,0
2021-08-17,Sweden,Stockholm,14.39,94.16,11.39,0
2021-08-17,Switzerland,Bern,16.7,70.5,1.77,0
2021-08-17,Taiwan,Taipei,29.99,77.83,10.92,0
2021-08-17,Turkey,Ankara,24.19,36.08,0,0
2021-08-17,United Kingdom,London,15.65,81.7,0.49,0
2021-08-17,United States,Washington D.C.,25.5,88.12,26.58,0
