Date,Country,City,Temp,Humidity,Rain,Snow
2020-10-19,Australia,Canberra,13,82,1.2,0
2020-10-19,Austria,Vienna,11,66,0,0
2020-10-19,Belgium,Brussels,11,74,0.4,0
2020-10-19,Canada,Ottawa,7,74,5.7,0
2020-10-19,Chile,Santiago,14,54,0.1,0
2020-10-19,China,Beijing,21,25,0,0
2020-10-19,Colombia,Bogota,17,75,3.2,0
2020-10-19,Costa Rica,SanJose,24,49,0,0
2020-10-19,Czechia,Prague,9,63,0,0
2020-10-19,Denmark,Copenhagen,9,66,1,0
2020-10-19,Estonia,Tallinn,4,82,10.6,45
2020-10-19,Finland,Helsinki,3,82,1.1,9
2020-10-19,France,Paris,12,64,0,0
2020-10-19,Germany,Berlin,9,72,0,0
2020-10-19,Greece,Athens,19,64,0,0
2020-10-19,Hungary,Budapest,12,61,0,0
2020-10-19,Iceland,Reykjavik,4,73,0,0
2020-10-19,Ireland,Dublin,13,88,7.6,0
2020-10-19,Israel,Jerusalem,25,46,0,0
2020-10-19,Italy,Rome,18,62,0,0
2020-10-19,Japan,Tokyo,17,60,2.3,0
2020-10-19,Latvia,Riga,6,64,2.9,0
2020-10-19,Lithuania,Vilnius,5,81,0.3,0
2020-10-19,Luxembourg,Luxembourg,9,71,0.1,0
2020-10-19,Mexico,Mexico City,20,61,2.9,0
2020-10-19,Netherlands,Amsterdam,11,74,0,0
2020-10-19,New Zealand,Wellington,14,89,0.9,0
2020-10-19,Norway,Oslo,2,60,0,0
2020-10-19,Poland,Warsaw,8,72,0.2,0
2020-10-19,Portugal,Lisbon,18,87,15.4,0
2020-10-19,Slovakia,Bratislava,10,74,0.1,0
2020-10-19,Slovenia,Ljubljana,9,87,0,0
2020-10-19,South Korea,Seoul,21,53,0,0
2020-10-19,Spain,Madrid,18,40,0,0
2020-10-19,Sweden,Stockholm,4,59,0,0
2020-10-19,Switzerland,Bern,9,78,0,0
2020-10-19,Taiwan,Taipei,23,78,3.2,0
2020-10-19,Turkey,Ankara,17,60,3.8,0
2020-10-19,United Kingdom,London,12,66,0,0
2020-10-19,United States,Washington D.C.,17,77,0,0
