Date,Country,City,Temp,Humidity,Rain,Snow
2021-03-22,Australia,Canberra,14,91,9.1,0
2021-03-22,Austria,Vienna,3,61,1.1,2
2021-03-22,Belgium,Brussels,6,77,0,0
2021-03-22,Canada,Ottawa,8,67,0,0
2021-03-22,Chile,Santiago,19,40,0.1,0
2021-03-22,China,Beijing,16,15,0,0
2021-03-22,Colombia,Bogota,16,84,17.2,0
2021-03-22,Costa Rica,SanJose,13,67,0,0
2021-03-22,Czechia,Prague,2,67,0.7,3
2021-03-22,Denmark,Copenhagen,6,62,0,0
2021-03-22,Estonia,Tallinn,-1,70,0.1,0
2021-03-22,Finland,Helsinki,-1,66,0,0
2021-03-22,France,Paris,7,69,0,0
2021-03-22,Germany,Berlin,6,54,0,0
2021-03-22,Greece,Athens,15,69,0.2,0
2021-03-22,Hungary,Budapest,5,60,0.3,1
2021-03-22,Iceland,Reykjavik,2,70,11.7,51
2021-03-22,Ireland,Dublin,9,84,0,0
2021-03-22,Israel,Jerusalem,24,45,1.9,0
2021-03-22,Italy,Rome,9,42,0,0
2021-03-22,Japan,Tokyo,12,67,13.8,0
2021-03-22,Latvia,Riga,0,73,1.3,9
2021-03-22,Lithuania,Vilnius,-1,74,1.1,8
2021-03-22,Luxembourg,Luxembourg,4,78,0.1,0
2021-03-22,Mexico,Mexico City,24,36,0.1,0
2021-03-22,Netherlands,Amsterdam,7,80,0,0
2021-03-22,New Zealand,Wellington,14,78,0.9,0
2021-03-22,Norway,Oslo,1,81,0,0
2021-03-22,Poland,Warsaw,2,62,0.5,3
2021-03-22,Portugal,Lisbon,15,70,0,0
2021-03-22,Slovakia,Bratislava,2,70,0.2,2
2021-03-22,Slovenia,Ljubljana,4,57,0,0
2021-03-22,South Korea,Seoul,7,34,0,0
2021-03-22,Spain,Madrid,11,50,0,0
2021-03-22,Sweden,Stockholm,5,61,0.3,1
2021-03-22,Switzerland,Bern,2,83,0.2,2
2021-03-22,Taiwan,Taipei,13,60,1.1,0
2021-03-22,Turkey,Ankara,14,63,2.3,0
2021-03-22,United Kingdom,London,11,65,0,0
2021-03-22,United States,Washington D.C.,14,54,0,0
