tDate,Country,City,Temp,Humidity,Rain,Snow
2020-08-03,Australia,Canberra,7,85,0,0
2020-08-03,Austria,Vienna,19,82,35.6,0
2020-08-03,Belgium,Brussels,18,71,4.4,0
2020-08-03,Canada,Ottawa,21,84,4.4,0
2020-08-03,Chile,Santiago,15,36,0,0
2020-08-03,China,Beijing,35,42,0.7,0
2020-08-03,Colombia,Bogota,16,73,0.2,0
2020-08-03,Costa Rica,SanJose,27,46,0,0
2020-08-03,Czechia,Prague,16,84,17.3,0
2020-08-03,Denmark,Copenhagen,18,68,0.8,0
2020-08-03,Estonia,Tallinn,16,86,4.9,0
2020-08-03,Finland,Helsinki,17,85,0.9,0
2020-08-03,France,Paris,20,51,0.1,0
2020-08-03,Germany,Berlin,19,68,0.4,0
2020-08-03,Greece,Athens,29,43,0,0
2020-08-03,Hungary,Budapest,26,44,0.5,0
2020-08-03,Iceland,Reykjavik,9,83,0,0
2020-08-03,Ireland,Dublin,13,78,0.4,0
2020-08-03,Israel,Jerusalem,29,40,0,0
2020-08-03,Italy,Rome,28,59,0,0
2020-08-03,Japan,Tokyo,29,64,0,0
2020-08-03,Latvia,Riga,20,74,0.5,0
2020-08-03,Lithuania,Vilnius,19,73,0.1,0
2020-08-03,Luxembourg,Luxembourg,18,65,0.2,0
2020-08-03,Mexico,Mexico City,20,66,36.8,0
2020-08-03,Netherlands,Amsterdam,18,75,10.8,0
2020-08-03,New Zealand,Wellington,11,80,0,0
2020-08-03,Norway,Oslo,16,68,0.1,0
2020-08-03,Poland,Warsaw,19,75,6,0
2020-08-03,Portugal,Lisbon,23,67,0,0
2020-08-03,Slovakia,Bratislava,20,87,18.2,0
2020-08-03,Slovenia,Ljubljana,22,88,16.8,0
2020-08-03,South Korea,Seoul,25,84,52.7,0
2020-08-03,Spain,Madrid,28,27,0,0
2020-08-03,Sweden,Stockholm,19,68,2.2,0
2020-08-03,Switzerland,Bern,14,97,39.8,0
2020-08-03,Taiwan,Taipei,29,73,16,0
2020-08-03,Turkey,Ankara,25,40,0,0
2020-08-03,United Kingdom,London,20,52,0,0
2020-08-03,United States,Washington D.C.,27,74,16,0
