Date,Country,City,Temp,Humidity,Rain,Snow
2020-05-19,Australia,Canberra,11,85,0.1,0
2020-05-19,Austria,Vienna,22,59,1,0
2020-05-19,Belgium,Brussels,17,68,0,0
2020-05-19,Canada,Ottawa,12,66,0,0
2020-05-19,Chile,Santiago,11,73,0,0
2020-05-19,China,Beijing,28,22,0.1,0
2020-05-19,Colombia,Bogota,16,86,13.1,0
2020-05-19,Costa Rica,SanJose,17,65,0.7,0
2020-05-19,Czechia,Prague,19,67,1.1,0
2020-05-19,Denmark,Copenhagen,13,73,2,0
2020-05-19,Estonia,Tallinn,8,70,1.1,0
2020-05-19,Finland,Helsinki,8,73,1.4,0
2020-05-19,France,Paris,20,52,0,0
2020-05-19,Germany,Berlin,15,75,0.7,0
2020-05-19,Greece,Athens,29,47,0,0
2020-05-19,Hungary,Budapest,23,50,0,0
2020-05-19,Iceland,Reykjavik,8,61,0,0
2020-05-19,Ireland,Dublin,14,85,0.3,0
2020-05-19,Israel,Jerusalem,36,14,0,0
2020-05-19,Italy,Rome,21,69,0.2,0
2020-05-19,Japan,Tokyo,19,81,19.6,0
2020-05-19,Latvia,Riga,10,67,0.5,0
2020-05-19,Lithuania,Vilnius,9,86,7.1,0
2020-05-19,Luxembourg,Luxembourg,17,75,0,0
2020-05-19,Mexico,Mexico City,25,35,0.2,0
2020-05-19,Netherlands,Amsterdam,17,74,0,0
2020-05-19,New Zealand,Wellington,11,75,2,0
2020-05-19,Norway,Oslo,11,54,0,0
2020-05-19,Poland,Warsaw,14,76,1.8,0
2020-05-19,Portugal,Lisbon,21,56,0,0
2020-05-19,Slovakia,Bratislava,21,72,1.4,0
2020-05-19,Slovenia,Ljubljana,16,90,10.8,0
2020-05-19,South Korea,Seoul,14,59,4.9,0
2020-05-19,Spain,Madrid,24,38,0,0
2020-05-19,Sweden,Stockholm,10,67,2.9,0
2020-05-19,Switzerland,Bern,17,78,0.4,0
2020-05-19,Taiwan,Taipei,24,79,78,0
2020-05-19,Turkey,Ankara,26,43,0,0
2020-05-19,United Kingdom,London,20,60,0,0
2020-05-19,United States,Washington D.C.,16,51,0,0
