tDate,Country,City,Temp,Humidity,Rain,Snow
2021-07-30,Australia,Canberra,6.2,76.37,0,0
2021-07-30,Austria,Vienna,24.91,62.7,0.35,0
2021-07-30,Belgium,Brussels,17.92,70.41,0.83,0
2021-07-30,Canada,Ottawa,16.42,76.16,1.05,0
2021-07-30,Chile,Santiago,12.83,33.7,0,0
2021-07-30,China,Beijing,24.6,87.7,2.22,0
2021-07-30,Colombia,Bogota,14.54,67.7,2.75,0
2021-07-30,Costa Rica,Sanjose,21.12,77.7,6.34,0
2021-07-30,Czechia,Prague,22.24,59.66,0.35,0
2021-07-30,Denmark,Copenhagen,18.31,78.12,0.84,0
2021-07-30,Estonia,Tallinn,17.19,78.83,10.57,0
2021-07-30,Finland,Helsinki,16.47,79.12,17.37,0
2021-07-30,France,Paris,18.65,68.45,0.1,0
2021-07-30,Germany,Berlin,21.49,55.33,0,0
2021-07-30,Greece,Athens,34.66,32,0,0
2021-07-30,Hungary,Budapest,27.78,51.7,0,0
2021-07-30,Iceland,Reykjavik,14.76,80.66,0,0
2021-07-30,Ireland,Dublin,14.57,92.62,26.83,0
2021-07-30,Israel,Jerusalem,25.08,62.7,0,0
2021-07-30,Italy,Rome,29.01,56.79,0,0
2021-07-30,Japan,Tokyo,27.2,79.04,40.92,0
2021-07-30,Latvia,Riga,18.22,71.54,3.72,0
2021-07-30,Lithuania,Vilnius,19.94,63.37,0.71,0
2021-07-30,Luxembourg,Luxembourg,17.33,73.83,0.54,0
2021-07-30,Mexico,Mexico City,18.35,64.75,7.94,0
2021-07-30,Netherlands,Amsterdam,17.02,80,9,0
2021-07-30,New Zealand,Wellington,10.63,75.29,0,0
2021-07-30,Norway,Oslo,19.44,33.91,0.74,0
2021-07-30,Poland,Warsaw,23.12,59.12,0,0
2021-07-30,Portugal,Lisbon,20.07,71.75,0,0
2021-07-30,Slovakia,Bratislava,25.38,69.41,0.3,0
2021-07-30,Slovenia,Ljubljana,24.41,71.5,0.25,0
2021-07-30,South Korea,Seoul,30.18,66.16,4.91,0
2021-07-30,Spain,Madrid,27.96,30.75,0,0
2021-07-30,Sweden,Stockholm,16.21,75,4.62,0
2021-07-30,Switzerland,Bern,20.09,78.08,12.73,0
2021-07-30,Taiwan,Taipei,29.41,74.79,10.76,0
2021-07-30,Turkey,Ankara,26.26,30.2,0,0
2021-07-30,United Kingdom,London,16.29,83.08,8.5,0
2021-07-30,United States,Washington D.C.,27.37,71.41,1.51,0
