tDate,Country,City,Temp,Humidity,Rain,Snow
2023-04-04,Australia,Canberra,16.31,77.45,0.5,0
2023-04-04,Austria,Vienna,3.44,53.25,0,0
2023-04-04,Belgium,Brussels,4.85,62.12,0,0
2023-04-04,Canada,Ottawa,3.43,70.58,0,0
2023-04-04,Chile,Santiago,21.73,50.25,0,0
2023-04-04,China,Beijing,8.27,64.58,8.51,0
2023-04-04,Colombia,Bogota,14.12,71,1.84,0
2023-04-04,Costa Rica,Sanjose,20.97,76.79,0,0
2023-04-04,Czechia,Prague,2.12,56.95,0,0
2023-04-04,Denmark,Copenhagen,4.16,65.12,0,0
2023-04-04,Estonia,Tallinn,0.22,61.37,0,0
2023-04-04,Finland,Helsinki,-0.48,52,0.25,0
2023-04-04,France,Paris,7.24,56.54,0,0
2023-04-04,Germany,Berlin,3.49,63.7,0,0
2023-04-04,Greece,Athens,15.21,70.45,8.9,0
2023-04-04,Hungary,Budapest,4.98,45.29,0,0
2023-04-04,Iceland,Reykjavik,7.81,84.83,0.25,0
2023-04-04,Ireland,Dublin,10.01,74.04,3.13,0
2023-04-04,Israel,Jerusalem,19.93,33.16,0,0
2023-04-04,Italy,Rome,11.55,57.37,1.01,0
2023-04-04,Japan,Tokyo,15.62,49.16,0,0
2023-04-04,Latvia,Riga,0.77,75.95,0,0
2023-04-04,Lithuania,Vilnius,-0.38,91.83,0.5,1.51
2023-04-04,Luxembourg,Luxembourg,3.48,59.5,0,0
2023-04-04,Mexico,Mexico City,23.31,31.91,0,0
2023-04-04,Netherlands,Amsterdam,5.92,67.37,0.5,0
2023-04-04,New Zealand,Wellington,14.79,82.91,0,0
2023-04-04,Norway,Oslo,1.92,87.2,0,0
2023-04-04,Poland,Warsaw,1.88,67.79,0,0
2023-04-04,Portugal,Lisbon,17.81,47.79,0.78,0
2023-04-04,Slovakia,Bratislava,2.5,50.12,0,0
2023-04-04,Slovenia,Ljubljana,4.92,43.54,0,0
2023-04-04,South Korea,Seoul,16.5,54.5,31.5,0
2023-04-04,Spain,Madrid,13.81,26.45,0,0
2023-04-04,Sweden,Stockholm,-0.64,68.45,0,0
2023-04-04,Switzerland,Bern,2.66,68.91,0,0
2023-04-04,Taiwan,Taipei,24.1,58.33,0,0
2023-04-04,Turkey,Ankara,13.33,56.12,2.02,0
2023-04-04,United Kingdom,London,7.49,65.95,0,0
2023-04-04,United States,Washington D.C.,19.72,55.95,41.91,0
