tDate,Country,City,Temp,Humidity,Rain,Snow
2020-03-13,Australia,Canberra,19,68,0,0
2020-03-13,Austria,Vienna,10,56,5.9,0
2020-03-13,Belgium,Brussels,7,71,0.3,0
2020-03-13,Canada,Ottawa,5,84,40.3,0
2020-03-13,Chile,Santiago,24,48,0,0
2020-03-13,China,Beijing,9,13,0,0
2020-03-13,Colombia,Bogota,16,89,25.7,0
2020-03-13,Costa Rica,SanJose,15,66,0,0
2020-03-13,Czechia,Prague,7,62,0.3,0
2020-03-13,Denmark,Copenhagen,5,72,4.5,0
2020-03-13,Estonia,Tallinn,2,79,2.7,19
2020-03-13,Finland,Helsinki,1,78,3.1,16
2020-03-13,France,Paris,9,59,0.8,0
2020-03-13,Germany,Berlin,7,66,0.8,0
2020-03-13,Greece,Athens,17,57,0,0
2020-03-13,Hungary,Budapest,11,58,1.9,0
2020-03-13,Iceland,Reykjavik,-2,85,5.2,44
2020-03-13,Ireland,Dublin,7,81,2.1,0
2020-03-13,Israel,Jerusalem,11,79,30.8,0
2020-03-13,Italy,Rome,15,74,0,0
2020-03-13,Japan,Tokyo,15,50,1.1,0
2020-03-13,Latvia,Riga,4,81,9,45
2020-03-13,Lithuania,Vilnius,3,74,0.5,0
2020-03-13,Luxembourg,Luxembourg,5,80,0.3,0
2020-03-13,Mexico,Mexico City,25,31,0.4,0
2020-03-13,Netherlands,Amsterdam,7,71,2.5,0
2020-03-13,New Zealand,Wellington,16,75,0,0
2020-03-13,Norway,Oslo,-2,59,0.4,1
2020-03-13,Poland,Warsaw,7,58,1.3,0
2020-03-13,Portugal,Lisbon,14,79,0,0
2020-03-13,Slovakia,Bratislava,10,63,3,0
2020-03-13,Slovenia,Ljubljana,8,93,4.9,0
2020-03-13,South Korea,Seoul,6,37,0.4,0
2020-03-13,Spain,Madrid,18,57,0.1,0
2020-03-13,Sweden,Stockholm,1,63,0.4,2
2020-03-13,Switzerland,Bern,7,78,1.8,0
2020-03-13,Taiwan,Taipei,22,80,1.5,0
2020-03-13,Turkey,Ankara,14,63,0,0
2020-03-13,United Kingdom,London,8,62,0,0
2020-03-13,United States,Washington D.C.,19,66,1.9,0
