tDate,Country,City,Temp,Humidity,Rain,Snow
2021-06-04,Australia,Canberra,10,87,3.9,0
2021-06-04,Austria,Vienna,21,66,0,0
2021-06-04,Belgium,Brussels,22,73,1.7,0
2021-06-04,Canada,Ottawa,17,91,3.7,0
2021-06-04,Chile,Santiago,13,56,0,0
2021-06-04,China,Beijing,27,22,0,0
2021-06-04,Colombia,Bogota,13,93,26.2,0
2021-06-04,Costa Rica,SanJose,22,58,0,0
2021-06-04,Czechia,Prague,21,69,0.1,0
2021-06-04,Denmark,Copenhagen,18,66,0,0
2021-06-04,Estonia,Tallinn,16,67,0,0
2021-06-04,Finland,Helsinki,16,67,0,0
2021-06-04,France,Paris,22,83,7.6,0
2021-06-04,Germany,Berlin,22,53,0,0
2021-06-04,Greece,Athens,23,50,0,0
2021-06-04,Hungary,Budapest,21,55,0,0
2021-06-04,Iceland,Reykjavik,10,88,6.4,0
2021-06-04,Ireland,Dublin,14,80,0.2,0
2021-06-04,Israel,Jerusalem,21,59,0,0
2021-06-04,Italy,Rome,26,41,0,0
2021-06-04,Japan,Tokyo,21,87,18.3,0
2021-06-04,Latvia,Riga,17,63,0,0
2021-06-04,Lithuania,Vilnius,16,72,0,0
2021-06-04,Luxembourg,Luxembourg,20,85,8.6,0
2021-06-04,Mexico,Mexico City,20,65,13.2,0
2021-06-04,Netherlands,Amsterdam,22,73,0,0
2021-06-04,New Zealand,Wellington,13,83,0,0
2021-06-04,Norway,Oslo,16,60,0,0
2021-06-04,Poland,Warsaw,19,60,1.4,0
2021-06-04,Portugal,Lisbon,18,58,0,0
2021-06-04,Slovakia,Bratislava,20,69,0,0
2021-06-04,Slovenia,Ljubljana,21,75,0.1,0
2021-06-04,South Korea,Seoul,21,63,0.8,0
2021-06-04,Spain,Madrid,22,56,4.9,0
2021-06-04,Sweden,Stockholm,19,56,0,0
2021-06-04,Switzerland,Bern,20,83,3,0
2021-06-04,Taiwan,Taipei,26,83,20.7,0
2021-06-04,Turkey,Ankara,14,66,0.1,0
2021-06-04,United Kingdom,London,16,80,1.5,0
2021-06-04,United States,Washington D.C.,25,75,1.9,0
