tDate,Country,City,Temp,Humidity,Rain,Snow
2021-04-25,Australia,Canberra,13,68,0,0
2021-04-25,Austria,Vienna,12,53,0,0
2021-04-25,Belgium,Brussels,9,62,0,0
2021-04-25,Canada,Ottawa,9,87,21.7,0
2021-04-25,Chile,Santiago,19,20,0,0
2021-04-25,China,Beijing,20,45,0,0
2021-04-25,Colombia,Bogota,17,85,8.3,0
2021-04-25,Costa Rica,SanJose,10,76,2.2,0
2021-04-25,Czechia,Prague,9,58,0,0
2021-04-25,Denmark,Copenhagen,7,49,0,0
2021-04-25,Estonia,Tallinn,2,95,7.6,65
2021-04-25,Finland,Helsinki,2,92,6.2,53
2021-04-25,France,Paris,13,55,0,0
2021-04-25,Germany,Berlin,10,43,0,0
2021-04-25,Greece,Athens,14,74,0.7,0
2021-04-25,Hungary,Budapest,14,51,0,0
2021-04-25,Iceland,Reykjavik,7,85,5.8,0
2021-04-25,Ireland,Dublin,9,78,0,0
2021-04-25,Israel,Jerusalem,26,37,0,0
2021-04-25,Italy,Rome,18,66,0,0
2021-04-25,Japan,Tokyo,17,61,0.5,0
2021-04-25,Latvia,Riga,3,79,4.7,29
2021-04-25,Lithuania,Vilnius,4,70,3,6
2021-04-25,Luxembourg,Luxembourg,10,67,0,0
2021-04-25,Mexico,Mexico City,24,43,7.6,0
2021-04-25,Netherlands,Amsterdam,8,69,0,0
2021-04-25,New Zealand,Wellington,14,74,3.5,0
2021-04-25,Norway,Oslo,5,40,0,0
2021-04-25,Poland,Warsaw,6,54,0.8,0
2021-04-25,Portugal,Lisbon,18,77,1.9,0
2021-04-25,Slovakia,Bratislava,11,58,0,0
2021-04-25,Slovenia,Ljubljana,14,68,0,0
2021-04-25,South Korea,Seoul,18,48,0,0
2021-04-25,Spain,Madrid,14,69,2.5,0
2021-04-25,Sweden,Stockholm,4,64,0.3,1
2021-04-25,Switzerland,Bern,14,68,0,0
2021-04-25,Taiwan,Taipei,21,76,3.5,0
2021-04-25,Turkey,Ankara,14,71,8.1,0
2021-04-25,United Kingdom,London,10,66,0,0
2021-04-25,United States,Washington D.C.,15,74,16.4,0
