Date,Country,City,Temp,Humidity,Rain,Snow
2020-04-20,Australia,Canberra,11,74,0,0
2020-04-20,Austria,Vienna,13,47,0,0
2020-04-20,Belgium,Brussels,12,53,0,0
2020-04-20,Canada,Ottawa,2,61,0.6,3
2020-04-20,Chile,Santiago,22,35,0,0
2020-04-20,China,Beijing,14,19,0.8,0
2020-04-20,Colombia,Bogota,17,84,19.1,0
2020-04-20,Costa Rica,SanJose,15,66,0,0
2020-04-20,Czechia,Prague,9,57,0,0
2020-04-20,Denmark,Copenhagen,11,59,0,0
2020-04-20,Estonia,Tallinn,6,76,0,0
2020-04-20,Finland,Helsinki,8,74,0,0
2020-04-20,France,Paris,15,58,0,0
2020-04-20,Germany,Berlin,11,50,0,0
2020-04-20,Greece,Athens,20,58,0,0
2020-04-20,Hungary,Budapest,12,44,0.4,0
2020-04-20,Iceland,Reykjavik,8,89,1.6,0
2020-04-20,Ireland,Dublin,9,79,0,0
2020-04-20,Israel,Jerusalem,23,45,0,0
2020-04-20,Italy,Rome,17,82,16.3,0
2020-04-20,Japan,Tokyo,11,74,10.6,0
2020-04-20,Latvia,Riga,7,75,0,0
2020-04-20,Lithuania,Vilnius,5,73,0.3,0
2020-04-20,Luxembourg,Luxembourg,11,60,0,0
2020-04-20,Mexico,Mexico City,27,40,2.4,0
2020-04-20,Netherlands,Amsterdam,12,49,0,0
2020-04-20,New Zealand,Wellington,15,69,0.1,0
2020-04-20,Norway,Oslo,14,57,0,0
2020-04-20,Poland,Warsaw,9,58,0.1,0
2020-04-20,Portugal,Lisbon,15,73,7.7,0
2020-04-20,Slovakia,Bratislava,13,56,0,0
2020-04-20,Slovenia,Ljubljana,10,73,2.4,0
2020-04-20,South Korea,Seoul,13,64,0.9,0
2020-04-20,Spain,Madrid,15,64,1.2,0
2020-04-20,Sweden,Stockholm,11,69,0,0
2020-04-20,Switzerland,Bern,13,79,0.2,0
2020-04-20,Taiwan,Taipei,25,78,2.3,0
2020-04-20,Turkey,Ankara,18,42,0,0
2020-04-20,United Kingdom,London,12,55,0,0
2020-04-20,United States,Washington D.C.,13,62,2.2,0
