tDate,Country,City,Temp,Humidity,Rain,Snow
2020-01-10,Australia,Canberra,31,49,0,0
2020-01-10,Austria,Vienna,3,81,0,0
2020-01-10,Belgium,Brussels,7,82,6.3,0
2020-01-10,Canada,Ottawa,1,95,5.8,3
2020-01-10,Chile,Santiago,22,32,0,0
2020-01-10,China,Beijing,2,36,0,0
2020-01-10,Colombia,Bogota,17,67,0.1,0
2020-01-10,Costa Rica,SanJose,12,57,0,0
2020-01-10,Czechia,Prague,6,77,0.2,0
2020-01-10,Denmark,Copenhagen,7,96,28,0
2020-01-10,Estonia,Tallinn,1,86,0,0
2020-01-10,Finland,Helsinki,2,73,0,0
2020-01-10,France,Paris,9,71,3.1,0
2020-01-10,Germany,Berlin,9,84,6.1,0
2020-01-10,Greece,Athens,10,58,0,0
2020-01-10,Hungary,Budapest,1,74,0,0
2020-01-10,Iceland,Reykjavik,2,91,13.5,17
2020-01-10,Ireland,Dublin,5,80,0,0
2020-01-10,Israel,Jerusalem,7,90,5,0
2020-01-10,Italy,Rome,10,72,0,0
2020-01-10,Japan,Tokyo,10,53,0,0
2020-01-10,Latvia,Riga,3,94,4.8,0
2020-01-10,Lithuania,Vilnius,2,98,15.1,0
2020-01-10,Luxembourg,Luxembourg,6,84,10.2,0
2020-01-10,Mexico,Mexico City,21,40,0,0
2020-01-10,Netherlands,Amsterdam,8,79,5.9,0
2020-01-10,New Zealand,Wellington,16,80,0.2,0
2020-01-10,Norway,Oslo,-4,72,0,0
2020-01-10,Poland,Warsaw,6,83,1.5,0
2020-01-10,Portugal,Lisbon,11,67,0,0
2020-01-10,Slovakia,Bratislava,1,87,0,0
2020-01-10,Slovenia,Ljubljana,1,89,0,0
2020-01-10,South Korea,Seoul,1,47,0,0
2020-01-10,Spain,Madrid,9,58,0,0
2020-01-10,Sweden,Stockholm,1,95,0.1,0
2020-01-10,Switzerland,Bern,5,85,1.5,0
2020-01-10,Taiwan,Taipei,17,78,0.2,0
2020-01-10,Turkey,Ankara,0,63,0,0
2020-01-10,United Kingdom,London,7,75,1.4,0
2020-01-10,United States,Washington D.C.,7,79,0,0
