tDate,Country,City,Temp,Humidity,Rain,Snow
2022-11-04,Australia,Canberra,14.77,71.12,0,0
2022-11-04,Austria,Vienna,9.81,89.16,4.08,0
2022-11-04,Belgium,Brussels,9.16,90.45,0.27,0
2022-11-04,Canada,Ottawa,11.98,79.25,0,0
2022-11-04,Chile,Santiago,19.68,57.2,0,0
2022-11-04,China,Beijing,5.98,23.2,0,0
2022-11-04,Colombia,Bogota,13.17,80.41,0,0
2022-11-04,Costa Rica,Sanjose,20.25,82.7,0,0
2022-11-04,Czechia,Prague,8.46,94.33,26.07,0
2022-11-04,Denmark,Copenhagen,10.46,85.79,1.12,0
2022-11-04,Estonia,Tallinn,4.66,91.5,0,0
2022-11-04,Finland,Helsinki,5.73,82.33,0,0
2022-11-04,France,Paris,10.18,85.37,0,0
2022-11-04,Germany,Berlin,9.97,89.04,1.97,0
2022-11-04,Greece,Athens,20.15,65.29,0,0
2022-11-04,Hungary,Budapest,10.62,90.75,1.06,0
2022-11-04,Iceland,Reykjavik,3.31,73.04,0,0
2022-11-04,Ireland,Dublin,8.29,85.54,0,0
2022-11-04,Israel,Jerusalem,16.62,66.87,0,0
2022-11-04,Italy,Rome,18.72,75.25,0.68,0
2022-11-04,Japan,Tokyo,15.36,61.79,0.12,0
2022-11-04,Latvia,Riga,8.48,93.95,0,0
2022-11-04,Lithuania,Vilnius,7.54,93.2,0,0
2022-11-04,Luxembourg,Luxembourg,9.06,90.62,3.21,0
2022-11-04,Mexico,Mexico City,18.87,54.83,0,0
2022-11-04,Netherlands,Amsterdam,9.6,91.91,0.68,0
2022-11-04,New Zealand,Wellington,15.52,68.83,0,0
2022-11-04,Norway,Oslo,8.79,1,4.4,0
2022-11-04,Poland,Warsaw,9.57,81.87,0.45,0
2022-11-04,Portugal,Lisbon,15.21,69.7,0,0
2022-11-04,Slovakia,Bratislava,9.52,89.75,3.76,0
2022-11-04,Slovenia,Ljubljana,11.54,92.62,4.12,0
2022-11-04,South Korea,Seoul,4.08,40.25,0,0
2022-11-04,Spain,Madrid,12.32,63.91,0,0
2022-11-04,Sweden,Stockholm,8.73,88.62,0,0
2022-11-04,Switzerland,Bern,7.55,84.33,3.09,0
2022-11-04,Taiwan,Taipei,20.42,85.5,0,0
2022-11-04,Turkey,Ankara,10.82,62.62,0,0
2022-11-04,United Kingdom,London,9.09,84.87,2.41,0
2022-11-04,United States,Washington D.C.,16.2,80.62,0,0
