Date,Country,City,Temp,Humidity,Rain,Snow
2020-12-30,Australia,Canberra,19,77,0.1,0
2020-12-30,Austria,Vienna,4,76,0,0
2020-12-30,Belgium,Brussels,3,88,0.4,0
2020-12-30,Canada,Ottawa,-5,89,7.5,9
2020-12-30,Chile,Santiago,21,30,0,0
2020-12-30,China,Beijing,-8,20,0,0
2020-12-30,Colombia,Bogota,15,84,13.8,0
2020-12-30,Costa Rica,SanJose,11,44,0,0
2020-12-30,Czechia,Prague,2,83,0.6,3
2020-12-30,Denmark,Copenhagen,4,84,0.7,0
2020-12-30,Estonia,Tallinn,2,88,2.7,13
2020-12-30,Finland,Helsinki,3,89,8.3,37
2020-12-30,France,Paris,4,81,1.4,0
2020-12-30,Germany,Berlin,2,81,0,0
2020-12-30,Greece,Athens,14,74,0.8,0
2020-12-30,Hungary,Budapest,7,88,7.8,0
2020-12-30,Iceland,Reykjavik,-2,68,0,0
2020-12-30,Ireland,Dublin,2,79,0,0
2020-12-30,Israel,Jerusalem,13,54,0,0
2020-12-30,Italy,Rome,11,69,21.2,0
2020-12-30,Japan,Tokyo,11,57,4.9,0
2020-12-30,Latvia,Riga,2,85,2.9,0
2020-12-30,Lithuania,Vilnius,2,87,0.3,0
2020-12-30,Luxembourg,Luxembourg,2,94,4,34
2020-12-30,Mexico,Mexico City,16,51,0,0
2020-12-30,Netherlands,Amsterdam,5,84,1.7,0
2020-12-30,New Zealand,Wellington,16,79,0,0
2020-12-30,Norway,Oslo,0,98,2.7,11
2020-12-30,Poland,Warsaw,5,86,6.7,0
2020-12-30,Portugal,Lisbon,10,68,0.3,0
2020-12-30,Slovakia,Bratislava,4,84,0,0
2020-12-30,Slovenia,Ljubljana,4,95,4.5,0
2020-12-30,South Korea,Seoul,-10,40,0,0
2020-12-30,Spain,Madrid,5,58,0,0
2020-12-30,Sweden,Stockholm,4,90,3.9,0
2020-12-30,Switzerland,Bern,-1,91,5.4,45
2020-12-30,Taiwan,Taipei,10,73,2.9,0
2020-12-30,Turkey,Ankara,8,66,0,0
2020-12-30,United Kingdom,London,3,79,0,0
2020-12-30,United States,Washington D.C.,3,56,0,0
