Date,Country,City,Temp,Humidity,Rain,Snow
2020-02-02,Australia,Canberra,31,43,0,0
2020-02-02,Austria,Vienna,11,69,0.4,0
2020-02-02,Belgium,Brussels,9,87,4.8,0
2020-02-02,Canada,Ottawa,-4,97,3.4,29
2020-02-02,Chile,Santiago,23,39,0,0
2020-02-02,China,Beijing,2,45,0.3,1
2020-02-02,Colombia,Bogota,18,79,8.4,0
2020-02-02,Costa Rica,SanJose,11,61,0,0
2020-02-02,Czechia,Prague,8,71,3.7,0
2020-02-02,Denmark,Copenhagen,6,73,0.4,0
2020-02-02,Estonia,Tallinn,4,89,7.2,22
2020-02-02,Finland,Helsinki,4,92,4,9
2020-02-02,France,Paris,13,86,11.3,0
2020-02-02,Germany,Berlin,7,74,4.3,0
2020-02-02,Greece,Athens,13,72,0,0
2020-02-02,Hungary,Budapest,11,71,0.2,0
2020-02-02,Iceland,Reykjavik,-2,76,0,0
2020-02-02,Ireland,Dublin,9,83,3.3,0
2020-02-02,Israel,Jerusalem,10,85,0.9,0
2020-02-02,Italy,Rome,14,81,0,0
2020-02-02,Japan,Tokyo,9,35,0,0
2020-02-02,Latvia,Riga,5,84,0.7,1
2020-02-02,Lithuania,Vilnius,4,89,13,3
2020-02-02,Luxembourg,Luxembourg,9,91,8.7,0
2020-02-02,Mexico,Mexico City,16,55,0.1,0
2020-02-02,Netherlands,Amsterdam,7,84,0.9,0
2020-02-02,New Zealand,Wellington,19,82,0,0
2020-02-02,Norway,Oslo,-1,76,0,0
2020-02-02,Poland,Warsaw,7,67,0.9,0
2020-02-02,Portugal,Lisbon,18,81,0,0
2020-02-02,Slovakia,Bratislava,10,75,0.6,0
2020-02-02,Slovenia,Ljubljana,7,90,0.1,0
2020-02-02,South Korea,Seoul,2,44,0,0
2020-02-02,Spain,Madrid,13,85,0,0
2020-02-02,Sweden,Stockholm,4,72,2.3,3
2020-02-02,Switzerland,Bern,7,90,9.6,0
2020-02-02,Taiwan,Taipei,16,63,0,0
2020-02-02,Turkey,Ankara,3,87,0,0
2020-02-02,United Kingdom,London,10,81,5.6,0
2020-02-02,United States,Washington D.C.,6,69,8.9,0
